"TONS","ZONE","GEAR","TYPE","YEAR","NMFS_AREA","SPECIES","CDQ"
148.3909341,"BS","TRW","R",2011,509,"sole, flathead","Y"
3377.9302046897,"BS","TRW","R",2011,513,"sole, flathead","N"
0.076885,"BS","TRW","D",2011,509,"Bering flounder","N"
0.022099,"BS","TRW","R",2011,517,"Bering flounder","Y"
2678.434570709,"BS","TRW","R",2011,521,"sole, flathead","N"
2.4636574,"BS","TRW","R",2011,519,"sole, flathead","Y"
0.3607168,"BS","TRW","R",2011,513,"Bering flounder","N"
0.0115605,"BS","TRW","D",2011,513,"Bering flounder","Y"
0.3521032,"BS","TRW","D",2011,513,"Bering flounder","N"
6.9572055,"BS","TRW","D",2011,516,"sole, flathead","Y"
0.0492173,"BS","TRW","D",2011,514,"sole, flathead","Y"
0.0135354245,"BS","TRW","D",2011,523,"sole, flathead","N"
0.00398,"BS","TRW","R",2011,524,"Bering flounder","N"
0.3496741367,"BS","TRW","D",2011,518,"sole, flathead","N"
111.512810723,"BS","TRW","R",2011,516,"sole, flathead","N"
0.0325127,"BS","TRW","R",2011,514,"sole, flathead","Y"
0.20417,"BS","TRW","D",2011,521,"Bering flounder","Y"
16.4010539824,"BS","TRW","R",2011,521,"Bering flounder","N"
159.8117558268,"BS","TRW","D",2011,513,"sole, flathead","N"
2.3615387271,"BS","TRW","D",2011,521,"Bering flounder","N"
61.7910994,"BS","TRW","D",2011,521,"sole, flathead","Y"
0.4500193119,"BS","TRW","D",2011,514,"sole, flathead","N"
0.0187868182,"BS","TRW","D",2011,518,"sole, flathead","Y"
0.00087,"BS","TRW","D",2011,524,"Bering flounder","Y"
8.5435979071,"BS","TRW","R",2011,523,"sole, flathead","N"
1968.6956213036,"BS","TRW","R",2011,517,"sole, flathead","N"
112.1366311,"BS","TRW","R",2011,513,"sole, flathead","Y"
0.0077110703,"BS","TRW","R",2011,518,"sole, flathead","N"
1.808777278,"BS","TRW","R",2011,514,"sole, flathead","N"
16.7667889,"BS","TRW","D",2011,513,"sole, flathead","Y"
249.1448266495,"BS","TRW","D",2011,517,"sole, flathead","N"
56.0150051401,"BS","TRW","R",2011,519,"sole, flathead","N"
148.1897347641,"BS","TRW","R",2011,521,"sole, flathead","Y"
13.4781230594,"BS","TRW","D",2011,509,"sole, flathead","Y"
4.049566118,"BS","TRW","D",2011,516,"sole, flathead","N"
0.050815,"BS","TRW","R",2011,509,"Bering flounder","N"
2925.3437272648,"BS","TRW","R",2011,509,"sole, flathead","N"
541.5157546866,"BS","TRW","D",2011,521,"sole, flathead","N"
8.137784252,"BS","TRW","D",2011,519,"sole, flathead","N"
0.15603,"BS","TRW","D",2011,524,"sole, flathead","Y"
2.37081,"BS","TRW","R",2011,524,"sole, flathead","Y"
46.6702088,"BS","TRW","D",2011,517,"sole, flathead","Y"
47.8555412,"BS","TRW","R",2011,517,"sole, flathead","Y"
126.2516006,"BS","TRW","R",2011,524,"sole, flathead","N"
10.9798794,"BS","TRW","D",2011,524,"sole, flathead","N"
0.0180595,"BS","TRW","R",2011,513,"Bering flounder","Y"
0.7078826,"BS","TRW","D",2011,519,"sole, flathead","Y"
5.8592645,"BS","TRW","R",2011,516,"sole, flathead","Y"
0.000451,"BS","TRW","D",2011,517,"Bering flounder","Y"
1.0296176281,"AI","HAL","D",2012,541,"sole, flathead","N"
0.00291,"AI","HAL","D",2012,542,"sole, flathead","N"
0.032721,"AI","HAL","R",2012,541,"sole, flathead","N"
3.4518860701,"AI","TRW","D",2012,541,"sole, flathead","N"
1.9304387972,"AI","TRW","R",2012,541,"sole, flathead","N"
0.69668,"AI","TRW","R",2012,543,"sole, flathead","N"
0.06581,"AI","TRW","R",2012,542,"sole, flathead","N"
0.282611,"AI","TRW","R",2012,541,"sole, flathead","Y"
3.3722673876,"AI","TRW","D",2012,542,"sole, flathead","N"
0.874959,"AI","TRW","D",2012,541,"sole, flathead","Y"
0.00668495,"BS","HAL","D",2012,519,"sole, flathead","Y"
1.3049046749,"BS","HAL","R",2012,517,"sole, flathead","N"
0.0364209333,"BS","HAL","D",2012,512,"sole, flathead","N"
0.1600303466,"BS","HAL","R",2012,509,"sole, flathead","N"
0.2946046718,"BS","HAL","D",2012,519,"sole, flathead","N"
0.0569230769,"BS","HAL","R",2012,519,"sole, flathead","N"
19.8145464421,"BS","HAL","D",2012,521,"sole, flathead","Y"
0.2092916723,"BS","HAL","D",2012,514,"sole, flathead","N"
0.000378,"BS","HAL","D",2012,521,"Bering flounder","Y"
3.419879209,"BS","HAL","D",2012,524,"sole, flathead","N"
5.0578898414,"BS","HAL","D",2012,509,"sole, flathead","Y"
0.3117680461,"BS","HAL","D",2012,516,"sole, flathead","N"
0.0382,"BS","HAL","D",2012,524,"sole, flathead","Y"
34.8641945773,"BS","HAL","D",2012,509,"sole, flathead","N"
10.6211450671,"BS","HAL","D",2012,513,"sole, flathead","N"
0.0315899779,"BS","HAL","D",2012,516,"sole, flathead","Y"
44.1566807853,"BS","HAL","D",2012,517,"sole, flathead","N"
9.892590583,"BS","HAL","D",2012,523,"sole, flathead","N"
0.6885756962,"BS","HAL","R",2012,513,"sole, flathead","N"
0.0268340289,"BS","HAL","R",2012,524,"sole, flathead","N"
1.8235751941,"BS","HAL","D",2012,517,"sole, flathead","Y"
1.508162352,"BS","HAL","R",2012,521,"sole, flathead","N"
166.861233769,"BS","HAL","D",2012,521,"sole, flathead","N"
0.5669685564,"BS","HAL","D",2012,513,"sole, flathead","Y"
0.007182,"BS","HAL","R",2012,521,"Bering flounder","Y"
0.1634428001,"BS","HAL","D",2012,514,"sole, flathead","Y"
2.169926509,"BS","HAL","D",2012,523,"sole, flathead","Y"
0.0515475703,"BS","POT","D",2012,519,"sole, flathead","N"
0.0095254398,"BS","POT","R",2012,517,"sole, flathead","N"
0.0058967008,"BS","POT","R",2012,509,"sole, flathead","Y"
0.0040823313,"BS","POT","R",2012,517,"sole, flathead","Y"
0.0286828239,"BS","POT","D",2012,517,"sole, flathead","N"
0.0013607771,"BS","POT","R",2012,519,"sole, flathead","N"
0.0057829805,"BS","POT","D",2012,518,"sole, flathead","N"
1.88601e-05,"BS","POT","D",2012,513,"sole, flathead","N"
0.2730626067,"BS","POT","R",2012,509,"sole, flathead","N"
0.0263083574,"BS","POT","R",2012,516,"sole, flathead","N"
0.0058653082,"BS","POT","D",2012,509,"sole, flathead","N"
0.00037,"BS","POT","D",2012,509,"sole, flathead","Y"
43.5703274666,"BS","TRW","R",2012,517,"sole, flathead","Y"
0.218502,"BS","TRW","R",2012,513,"Bering flounder","N"
1605.9202224327,"BS","TRW","R",2012,517,"sole, flathead","N"
152.0613537947,"BS","TRW","R",2012,524,"sole, flathead","N"
1.5568976,"BS","TRW","D",2012,516,"sole, flathead","N"
8.5848018181,"BS","TRW","R",2012,523,"sole, flathead","N"
0.119515,"BS","TRW","R",2012,517,"Bering flounder","N"
7.5539404,"BS","TRW","R",2012,524,"sole, flathead","Y"
0.02175,"BS","TRW","D",2012,524,"Bering flounder","Y"
42.7184785,"BS","TRW","D",2012,509,"sole, flathead","Y"
79.5044168439,"BS","TRW","R",2012,516,"sole, flathead","N"
1.5616196,"BS","TRW","D",2012,524,"sole, flathead","Y"
1433.8096498241,"BS","TRW","R",2012,509,"sole, flathead","N"
3926.5750227496,"BS","TRW","R",2012,521,"sole, flathead","N"
1.7935676,"BS","TRW","R",2012,521,"Bering flounder","N"
0.00593,"BS","TRW","R",2012,524,"Bering flounder","Y"
361.593257321,"BS","TRW","D",2012,509,"sole, flathead","N"
0.3968901,"BS","TRW","D",2012,519,"sole, flathead","Y"
12.8823205,"BS","TRW","R",2012,514,"sole, flathead","Y"
0.13516,"BS","TRW","D",2012,524,"Bering flounder","N"
73.7364096488,"BS","TRW","D",2012,513,"sole, flathead","N"
0.13419,"BS","TRW","R",2012,509,"Bering flounder","N"
2.3645601,"BS","TRW","R",2012,516,"sole, flathead","Y"
7.6470901502,"BS","TRW","D",2012,519,"sole, flathead","N"
431.9380422369,"BS","TRW","D",2012,517,"sole, flathead","N"
19.1699745,"BS","TRW","D",2012,517,"sole, flathead","Y"
0.0141,"BS","TRW","D",2012,509,"Bering flounder","N"
0.005085,"BS","TRW","D",2012,517,"Bering flounder","N"
112.2889749436,"BS","TRW","R",2012,513,"sole, flathead","Y"
10.2756842,"BS","TRW","D",2012,513,"sole, flathead","Y"
0.02858,"BS","TRW","R",2012,513,"Bering flounder","Y"
0.01136,"BS","TRW","R",2012,514,"Bering flounder","N"
59.1640097,"BS","TRW","D",2012,521,"sole, flathead","Y"
0.125208,"BS","TRW","D",2012,513,"Bering flounder","N"
73.256038075,"BS","TRW","R",2012,519,"sole, flathead","N"
7.8217039629,"BS","TRW","D",2012,524,"sole, flathead","N"
66.2060303,"BS","TRW","R",2012,521,"sole, flathead","Y"
0.13617,"BS","TRW","D",2012,514,"Bering flounder","N"
0.00644,"BS","TRW","R",2012,524,"Bering flounder","N"
1784.2914551586,"BS","TRW","R",2012,513,"sole, flathead","N"
93.2450515,"BS","TRW","R",2012,509,"sole, flathead","Y"
2.1430324,"BS","TRW","D",2012,521,"Bering flounder","N"
0.0001308074,"BS","TRW","D",2012,523,"sole, flathead","N"
401.4605074943,"BS","TRW","D",2012,521,"sole, flathead","N"
210.5223345,"BS","TRW","R",2012,514,"sole, flathead","N"
10.1273255,"BS","TRW","D",2012,514,"sole, flathead","N"
0.06714,"BS","TRW","R",2012,518,"sole, flathead","N"
0.02187,"BS","TRW","D",2012,513,"Bering flounder","Y"
1.3264599,"BS","TRW","R",2012,519,"sole, flathead","Y"
2.5730099,"BS","TRW","D",2012,516,"sole, flathead","Y"
0.2458095,"BS","TRW","D",2012,514,"sole, flathead","Y"
0.35356,"BS","TRW","D",2012,521,"Bering flounder","Y"
0.0355599819,"AI","HAL","D",2013,541,"sole, flathead","N"
0.00281,"AI","HAL","D",2013,543,"sole, flathead","N"
0.0188493232,"AI","HAL","D",2013,542,"sole, flathead","N"
0.000100253,"AI","POT","D",2013,541,"sole, flathead","N"
2.1775057,"AI","TRW","R",2013,541,"sole, flathead","N"
0.08795,"AI","TRW","D",2013,543,"sole, flathead","Y"
1.32974,"AI","TRW","R",2013,541,"sole, flathead","Y"
0.12572,"AI","TRW","R",2013,543,"sole, flathead","Y"
0.302497,"AI","TRW","R",2013,542,"sole, flathead","N"
0.40816,"AI","TRW","D",2013,543,"sole, flathead","N"
0.00951,"AI","TRW","D",2013,541,"Bering flounder","N"
0.14822,"AI","TRW","D",2013,541,"sole, flathead","Y"
1.57815,"AI","TRW","R",2013,543,"sole, flathead","N"
3.1759944248,"AI","TRW","D",2013,541,"sole, flathead","N"
1.1118060422,"AI","TRW","D",2013,542,"sole, flathead","N"
13.9938200809,"BS","HAL","D",2013,521,"sole, flathead","Y"
0.3063203904,"BS","HAL","D",2013,519,"sole, flathead","N"
0.2393263029,"BS","HAL","R",2013,517,"sole, flathead","N"
0.0983812651,"BS","HAL","D",2013,514,"sole, flathead","N"
92.1470227885,"BS","HAL","D",2013,517,"sole, flathead","N"
143.748294163,"BS","HAL","D",2013,521,"sole, flathead","N"
1.2612849873,"BS","HAL","D",2013,516,"sole, flathead","N"
0.3635969235,"BS","HAL","R",2013,513,"sole, flathead","Y"
0.8003381451,"BS","HAL","D",2013,524,"sole, flathead","N"
7.4803080111,"BS","HAL","D",2013,517,"sole, flathead","Y"
29.9937091532,"BS","HAL","D",2013,513,"sole, flathead","N"
0.0033178447,"BS","HAL","D",2013,518,"sole, flathead","N"
0.0001805115,"BS","HAL","D",2013,519,"sole, flathead","Y"
4.8252232082,"BS","HAL","D",2013,509,"sole, flathead","Y"
11.6493119881,"BS","HAL","D",2013,523,"sole, flathead","N"
0.1503859168,"BS","HAL","D",2013,516,"sole, flathead","Y"
0.0340265,"BS","HAL","R",2013,521,"sole, flathead","N"
64.3613789812,"BS","HAL","D",2013,509,"sole, flathead","N"
2.757247874,"BS","HAL","D",2013,523,"sole, flathead","Y"
2.9978022273,"BS","HAL","D",2013,513,"sole, flathead","Y"
0.03103,"BS","HAL","D",2013,524,"sole, flathead","Y"
0.0031466667,"BS","HAL","D",2013,521,"Bering flounder","Y"
0.0049895161,"BS","POT","R",2013,509,"sole, flathead","Y"
0.025174858,"BS","POT","D",2013,519,"sole, flathead","N"
0.0068047306,"BS","POT","D",2013,512,"sole, flathead","N"
0.0312978734,"BS","POT","R",2013,519,"sole, flathead","N"
0.0044271304,"BS","POT","D",2013,517,"sole, flathead","N"
0.0009683435,"BS","POT","D",2013,517,"sole, flathead","Y"
0.00651,"BS","POT","D",2013,509,"sole, flathead","Y"
0.0173836961,"BS","POT","R",2013,509,"sole, flathead","N"
0.1317244156,"BS","POT","D",2013,509,"sole, flathead","N"
0.0041835038,"BS","POT","D",2013,519,"sole, flathead","Y"
0.0502385949,"BS","POT","R",2013,517,"sole, flathead","N"
0.5932635,"BS","TRW","D",2013,524,"sole, flathead","Y"
0.0465082193,"BS","TRW","R",2013,523,"sole, flathead","N"
88.8748776,"BS","TRW","R",2013,521,"sole, flathead","Y"
0.2087734,"BS","TRW","R",2013,514,"Bering flounder","N"
2.6944944296,"BS","TRW","D",2013,519,"sole, flathead","N"
101.1064580362,"BS","TRW","R",2013,517,"sole, flathead","Y"
2318.7402689568,"BS","TRW","R",2013,513,"sole, flathead","N"
8.7818277364,"BS","TRW","D",2013,523,"sole, flathead","N"
2.0077834,"BS","TRW","R",2013,519,"sole, flathead","Y"
9.4877765,"BS","TRW","R",2013,524,"sole, flathead","Y"
25.6888902026,"BS","TRW","D",2013,513,"sole, flathead","Y"
0.0552,"BS","TRW","D",2013,509,"Bering flounder","Y"
40.55739991,"BS","TRW","R",2013,519,"sole, flathead","N"
60.0309338443,"BS","TRW","R",2013,524,"sole, flathead","N"
0.04904,"BS","TRW","R",2013,517,"Bering flounder","Y"
1.3097687,"BS","TRW","D",2013,514,"sole, flathead","N"
0.3341229,"BS","TRW","R",2013,517,"Bering flounder","N"
21.5494886,"BS","TRW","R",2013,516,"sole, flathead","Y"
4374.8025698533,"BS","TRW","R",2013,517,"sole, flathead","N"
356.944578206,"BS","TRW","D",2013,509,"sole, flathead","N"
0.1745257,"BS","TRW","R",2013,509,"Bering flounder","N"
367.5172963865,"BS","TRW","D",2013,517,"sole, flathead","N"
0.00382,"BS","TRW","R",2013,524,"Bering flounder","N"
10.4658148549,"BS","TRW","D",2013,517,"sole, flathead","Y"
0.0207671,"BS","TRW","D",2013,517,"Bering flounder","N"
2776.8300229766,"BS","TRW","R",2013,509,"sole, flathead","N"
0.1192947933,"BS","TRW","R",2013,508,"sole, flathead","N"
0.03332,"BS","TRW","R",2013,513,"Bering flounder","Y"
0.4665214,"BS","TRW","D",2013,516,"sole, flathead","Y"
3.5284909,"BS","TRW","D",2013,524,"sole, flathead","N"
180.4593672209,"BS","TRW","D",2013,521,"sole, flathead","N"
161.8601259321,"BS","TRW","R",2013,516,"sole, flathead","N"
0.01245,"BS","TRW","D",2013,524,"Bering flounder","N"
0.04246,"BS","TRW","R",2013,516,"Bering flounder","N"
9.2361732924,"BS","TRW","D",2013,516,"sole, flathead","N"
4.0908908,"BS","TRW","D",2013,509,"sole, flathead","Y"
0.565531,"BS","TRW","R",2013,513,"Bering flounder","N"
217.7642200592,"BS","TRW","R",2013,513,"sole, flathead","Y"
160.9492254514,"BS","TRW","D",2013,513,"sole, flathead","N"
0.08472,"BS","TRW","D",2013,523,"sole, flathead","Y"
0.0909543,"BS","TRW","D",2013,509,"Bering flounder","N"
48.1360303286,"BS","TRW","R",2013,521,"Bering flounder","N"
65.4157691409,"BS","TRW","R",2013,514,"sole, flathead","N"
0.0044372523,"BS","TRW","D",2013,508,"sole, flathead","N"
15.0970624,"BS","TRW","D",2013,521,"sole, flathead","Y"
0.25078,"BS","TRW","D",2013,521,"Bering flounder","Y"
0.0023266,"BS","TRW","D",2013,519,"sole, flathead","Y"
5336.33637228,"BS","TRW","R",2013,521,"sole, flathead","N"
27.32681,"BS","TRW","D",2013,521,"Bering flounder","N"
159.6853392,"BS","TRW","R",2013,509,"sole, flathead","Y"
0.525609,"BS","TRW","D",2013,513,"Bering flounder","N"
4.55196,"BS","TRW","R",2013,514,"sole, flathead","Y"
0.01038,"BS","TRW","R",2013,523,"sole, flathead","Y"
0.0925766,"BS","TRW","D",2013,514,"Bering flounder","N"
1.12641,"BS","TRW","R",2013,521,"Bering flounder","Y"
0.00263,"BS","TRW","D",2013,514,"sole, flathead","Y"
0.0035058706,"AI","HAL","D",2014,541,"sole, flathead","N"
0.0075,"AI","HAL","D",2014,541,"sole, flathead","Y"
3.58178e-05,"AI","HAL","D",2014,542,"sole, flathead","N"
0.09074,"AI","TRW","D",2014,543,"sole, flathead","Y"
0.0547395,"AI","TRW","D",2014,543,"sole, flathead","N"
5.0495433399,"AI","TRW","R",2014,541,"sole, flathead","N"
0.03583,"AI","TRW","D",2014,541,"sole, flathead","Y"
2.0985947602,"AI","TRW","D",2014,541,"sole, flathead","N"
0.5634912687,"AI","TRW","D",2014,542,"sole, flathead","N"
0.14206,"AI","TRW","R",2014,543,"sole, flathead","Y"
0.6294705,"AI","TRW","R",2014,543,"sole, flathead","N"
1.2616261486,"BS","HAL","D",2014,514,"sole, flathead","N"
137.5607912928,"BS","HAL","D",2014,517,"sole, flathead","N"
0.21875649,"BS","HAL","D",2014,514,"sole, flathead","Y"
2.766329839,"BS","HAL","R",2014,523,"sole, flathead","N"
0.5492286591,"BS","HAL","R",2014,513,"sole, flathead","N"
0.1772174811,"BS","HAL","D",2014,524,"sole, flathead","Y"
0.093398358,"BS","HAL","R",2014,521,"sole, flathead","Y"
0.1812041,"BS","HAL","R",2014,509,"sole, flathead","Y"
0.179696,"BS","HAL","R",2014,517,"sole, flathead","Y"
18.2623520895,"BS","HAL","D",2014,523,"sole, flathead","N"
3.8267825683,"BS","HAL","D",2014,513,"sole, flathead","Y"
1.9650460352,"BS","HAL","D",2014,516,"sole, flathead","N"
0.2696513472,"BS","HAL","D",2014,523,"sole, flathead","Y"
0.0098350516,"BS","HAL","R",2014,514,"sole, flathead","N"
29.1851038796,"BS","HAL","D",2014,521,"sole, flathead","Y"
0.0920792511,"BS","HAL","R",2014,519,"Bering flounder","N"
3.8236040382,"BS","HAL","R",2014,524,"sole, flathead","N"
0.124184465,"BS","HAL","R",2014,517,"sole, flathead","N"
0.16684894,"BS","HAL","R",2014,513,"sole, flathead","Y"
5.7973744462,"BS","HAL","D",2014,524,"sole, flathead","N"
6.935955959,"BS","HAL","D",2014,517,"sole, flathead","Y"
0.0002245708,"BS","HAL","D",2014,518,"sole, flathead","N"
2.8247941616,"BS","HAL","D",2014,509,"sole, flathead","Y"
0.7702321721,"BS","HAL","D",2014,519,"sole, flathead","N"
0.1414311774,"BS","HAL","R",2014,509,"sole, flathead","N"
0.0212151118,"BS","HAL","R",2014,514,"sole, flathead","Y"
37.3795924005,"BS","HAL","D",2014,509,"sole, flathead","N"
0.0095254398,"BS","HAL","R",2014,519,"sole, flathead","N"
0.914656,"BS","HAL","R",2014,523,"sole, flathead","Y"
85.2568693702,"BS","HAL","D",2014,513,"sole, flathead","N"
0.01637,"BS","HAL","D",2014,516,"sole, flathead","Y"
218.2541602528,"BS","HAL","D",2014,521,"sole, flathead","N"
6.4873674618,"BS","HAL","R",2014,521,"sole, flathead","N"
0.0393455382,"BS","POT","D",2014,509,"sole, flathead","N"
0.0290299116,"BS","POT","R",2014,509,"sole, flathead","N"
0.00105,"BS","POT","D",2014,519,"sole, flathead","Y"
0.0308994023,"BS","POT","D",2014,519,"sole, flathead","N"
0.0117934016,"BS","POT","R",2014,519,"sole, flathead","N"
200.3546953,"BS","TRW","R",2014,513,"sole, flathead","Y"
159.9213993629,"BS","TRW","D",2014,513,"sole, flathead","N"
59.9589009216,"BS","TRW","R",2014,524,"sole, flathead","N"
23.6994858,"BS","TRW","D",2014,509,"sole, flathead","Y"
4.7713623,"BS","TRW","D",2014,521,"Bering flounder","N"
5.9111722224,"BS","TRW","D",2014,523,"sole, flathead","N"
0.019193,"BS","TRW","R",2014,509,"Bering flounder","Y"
38.5425882588,"BS","TRW","R",2014,519,"sole, flathead","N"
17.7213873,"BS","TRW","D",2014,517,"sole, flathead","Y"
0.461393,"BS","TRW","R",2014,524,"sole, flathead","Y"
0.0493180111,"BS","TRW","R",2014,514,"Bering flounder","Y"
252.3561490373,"BS","TRW","D",2014,509,"sole, flathead","N"
106.1119091937,"BS","TRW","R",2014,516,"sole, flathead","N"
2864.7296513427,"BS","TRW","R",2014,509,"sole, flathead","N"
8.396135,"BS","TRW","R",2014,516,"sole, flathead","Y"
2.78101,"BS","TRW","R",2014,519,"sole, flathead","Y"
0.09555,"BS","TRW","R",2014,524,"Bering flounder","N"
0.0798788749,"BS","TRW","D",2014,514,"Bering flounder","N"
2.4535259,"BS","TRW","R",2014,513,"Bering flounder","N"
0.04537,"BS","TRW","D",2014,519,"sole, flathead","Y"
2.2506e-06,"BS","TRW","D",2014,516,"Bering flounder","N"
2.1937572602,"BS","TRW","D",2014,514,"sole, flathead","N"
1.064655,"BS","TRW","D",2014,516,"sole, flathead","Y"
18.2877394023,"BS","TRW","D",2014,521,"sole, flathead","Y"
145.3775374609,"BS","TRW","D",2014,517,"sole, flathead","N"
27.5507905523,"BS","TRW","D",2014,513,"sole, flathead","Y"
0.293767,"BS","TRW","D",2014,524,"sole, flathead","Y"
62.3007127,"BS","TRW","R",2014,517,"sole, flathead","Y"
186.0665242,"BS","TRW","R",2014,509,"sole, flathead","Y"
0.00674,"BS","TRW","D",2014,521,"Bering flounder","Y"
21.5288542597,"BS","TRW","R",2014,521,"Bering flounder","N"
0.1539815,"BS","TRW","D",2014,513,"Bering flounder","Y"
0.04338,"BS","TRW","D",2014,519,"Bering flounder","N"
10.4929827962,"BS","TRW","R",2014,514,"sole, flathead","Y"
0.9595272,"BS","TRW","R",2014,509,"Bering flounder","N"
9.0321724926,"BS","TRW","R",2014,523,"sole, flathead","N"
119.2868676716,"BS","TRW","R",2014,521,"sole, flathead","Y"
72.7677008737,"BS","TRW","R",2014,514,"sole, flathead","N"
0.0567060442,"BS","TRW","D",2014,514,"Bering flounder","Y"
0.00335,"BS","TRW","R",2014,521,"Bering flounder","Y"
1.7601328662,"BS","TRW","D",2014,514,"sole, flathead","Y"
0.0096074131,"BS","TRW","D",2014,517,"Bering flounder","N"
5222.4615612737,"BS","TRW","R",2014,521,"sole, flathead","N"
150.1210872477,"BS","TRW","D",2014,521,"sole, flathead","N"
2486.0422166949,"BS","TRW","R",2014,513,"sole, flathead","N"
0.8600751095,"BS","TRW","D",2014,513,"Bering flounder","N"
0.02538,"BS","TRW","D",2014,523,"sole, flathead","Y"
0.032277,"BS","TRW","D",2014,509,"Bering flounder","Y"
3633.2691843733,"BS","TRW","R",2014,517,"sole, flathead","N"
0.5338738,"BS","TRW","R",2014,514,"Bering flounder","N"
8.8106058254,"BS","TRW","D",2014,516,"sole, flathead","N"
3.0944356429,"BS","TRW","D",2014,519,"sole, flathead","N"
0.2364728,"BS","TRW","D",2014,509,"Bering flounder","N"
4.615130626,"BS","TRW","D",2014,524,"sole, flathead","N"
0.1561385,"BS","TRW","R",2014,513,"Bering flounder","Y"
0.0780454409,"AI","HAL","D",2015,543,"sole, flathead","N"
0.0038427802,"AI","HAL","D",2015,542,"sole, flathead","N"
0.0346202156,"AI","HAL","D",2015,541,"sole, flathead","N"
0.0845186,"AI","TRW","R",2015,542,"sole, flathead","N"
0.0006263,"AI","TRW","D",2015,541,"sole, flathead","Y"
0.1337198,"AI","TRW","D",2015,543,"sole, flathead","Y"
0.4266802,"AI","TRW","R",2015,543,"sole, flathead","Y"
0.0708514,"AI","TRW","D",2015,542,"sole, flathead","N"
0.6432567,"AI","TRW","D",2015,541,"sole, flathead","N"
3.390912,"AI","TRW","R",2015,543,"sole, flathead","N"
4.546478,"AI","TRW","D",2015,543,"sole, flathead","N"
0.0620037,"AI","TRW","R",2015,541,"sole, flathead","Y"
4.4744933,"AI","TRW","R",2015,541,"sole, flathead","N"
0.01102,"BS","HAL","D",2015,521,"Bering flounder","N"
0.0173478507,"BS","HAL","D",2015,521,"Bering flounder","Y"
4.2499601431,"BS","HAL","D",2015,513,"sole, flathead","Y"
0.1145314932,"BS","HAL","D",2015,514,"sole, flathead","Y"
0.6664636834,"BS","HAL","R",2015,513,"sole, flathead","N"
1.5279557461,"BS","HAL","D",2015,514,"sole, flathead","N"
5.9278230894,"BS","HAL","D",2015,517,"sole, flathead","Y"
0.005928,"BS","HAL","R",2015,521,"Bering flounder","Y"
0.1110605313,"BS","HAL","D",2015,512,"sole, flathead","N"
25.1277348229,"BS","HAL","D",2015,521,"sole, flathead","Y"
38.0656236726,"BS","HAL","D",2015,509,"sole, flathead","N"
0.0046431031,"BS","HAL","R",2015,509,"sole, flathead","N"
0.9599967324,"BS","HAL","R",2015,521,"sole, flathead","Y"
0.3924146723,"BS","HAL","D",2015,524,"sole, flathead","Y"
123.9730572243,"BS","HAL","D",2015,517,"sole, flathead","N"
0.6650938662,"BS","HAL","D",2015,523,"sole, flathead","Y"
4.2920110751,"BS","HAL","D",2015,524,"sole, flathead","N"
2.2339444415,"BS","HAL","R",2015,521,"sole, flathead","N"
0.00271,"BS","HAL","R",2015,524,"sole, flathead","N"
0.01912,"BS","HAL","D",2015,516,"sole, flathead","Y"
2.1226243563,"BS","HAL","D",2015,516,"sole, flathead","N"
0.0578464346,"BS","HAL","R",2015,513,"sole, flathead","Y"
189.1465126628,"BS","HAL","D",2015,521,"sole, flathead","N"
9.5450427609,"BS","HAL","D",2015,523,"sole, flathead","N"
0.50109,"BS","HAL","R",2015,523,"sole, flathead","N"
78.6500032709,"BS","HAL","D",2015,513,"sole, flathead","N"
1.4260518804,"BS","HAL","D",2015,509,"sole, flathead","Y"
3.2735518549,"BS","HAL","D",2015,519,"sole, flathead","N"
0.0833,"BS","HAL","D",2015,519,"sole, flathead","Y"
0.091677556,"BS","POT","D",2015,509,"sole, flathead","N"
0.1315417871,"BS","POT","R",2015,509,"sole, flathead","N"
0.00169,"BS","POT","D",2015,516,"sole, flathead","N"
0.0185321854,"BS","POT","D",2015,519,"sole, flathead","N"
0.0023518034,"BS","POT","D",2015,509,"sole, flathead","Y"
0.0639565242,"BS","POT","R",2015,519,"sole, flathead","Y"
0.0032583468,"BS","POT","D",2015,517,"sole, flathead","N"
0.0281227269,"BS","POT","R",2015,519,"sole, flathead","N"
0.0009071847,"BS","POT","R",2015,517,"sole, flathead","N"
0.0002717477,"BS","POT","D",2015,518,"sole, flathead","N"
350.8238940175,"BS","TRW","D",2015,521,"sole, flathead","N"
1502.5573381459,"BS","TRW","R",2015,509,"sole, flathead","N"
3524.7212125325,"BS","TRW","R",2015,513,"sole, flathead","N"
7.1715067549,"BS","TRW","D",2015,516,"sole, flathead","N"
21.788298358,"BS","TRW","R",2015,521,"Bering flounder","N"
0.058877,"BS","TRW","D",2015,514,"Bering flounder","Y"
3.7228699,"BS","TRW","R",2015,514,"Bering flounder","N"
0.01075,"BS","TRW","R",2015,523,"sole, flathead","Y"
0.281613,"BS","TRW","R",2015,514,"Bering flounder","Y"
0.2532299,"BS","TRW","D",2015,513,"Bering flounder","N"
0.106887,"BS","TRW","R",2015,524,"Bering flounder","N"
115.1548227473,"BS","TRW","D",2015,509,"sole, flathead","N"
58.6694936,"BS","TRW","D",2015,521,"sole, flathead","Y"
0.0611674877,"BS","TRW","D",2015,509,"Bering flounder","N"
0.01383,"BS","TRW","D",2015,523,"Bering flounder","N"
0.092819,"BS","TRW","D",2015,524,"sole, flathead","Y"
0.008453,"BS","TRW","D",2015,524,"Bering flounder","N"
