"","year","sex","length","age","v2018","v2020","diff","missing"
"628",2001,1,32,12,2,2,0,"no"
"629",2001,1,32,13,1,1,0,"no"
"630",2001,1,32,15,1,1,0,"no"
"631",2001,1,34,8,5,5,0,"no"
"632",2001,1,34,9,5,5,0,"no"
"633",2001,1,34,10,3,3,0,"no"
"634",2001,1,34,11,2,2,0,"no"
"635",2001,1,34,12,2,2,0,"no"
"636",2001,1,34,16,1,1,0,"no"
"637",2001,1,34,17,1,1,0,"no"
"638",2001,1,36,8,3,3,0,"no"
"639",2001,1,36,9,4,4,0,"no"
"640",2001,1,36,10,1,1,0,"no"
"641",2001,1,36,12,1,1,0,"no"
"642",2001,1,36,13,4,4,0,"no"
"643",2001,1,36,14,4,4,0,"no"
"644",2001,1,36,15,2,2,0,"no"
"645",2001,1,38,10,5,5,0,"no"
"646",2001,1,38,11,2,2,0,"no"
"647",2001,1,38,12,3,3,0,"no"
"648",2001,1,38,13,1,1,0,"no"
"649",2001,1,38,14,2,2,0,"no"
"650",2001,1,38,15,1,1,0,"no"
"651",2001,1,38,16,1,1,0,"no"
"652",2001,1,38,17,2,2,0,"no"
"653",2001,1,38,19,1,1,0,"no"
"654",2001,1,38,20,1,1,0,"no"
"655",2001,1,38,21,2,2,0,"no"
"656",2001,1,40,9,1,1,0,"no"
"657",2001,1,40,10,3,3,0,"no"
"658",2001,1,40,11,2,2,0,"no"
"659",2001,1,40,12,2,2,0,"no"
"660",2001,1,40,13,2,2,0,"no"
"661",2001,1,40,14,1,1,0,"no"
"662",2001,1,40,15,3,3,0,"no"
"663",2001,1,40,17,2,2,0,"no"
"664",2001,1,40,18,2,2,0,"no"
"665",2001,1,40,19,1,1,0,"no"
"666",2001,1,40,21,2,2,0,"no"
"667",2001,1,42,11,1,1,0,"no"
"668",2001,1,42,12,1,1,0,"no"
"669",2001,1,42,13,1,1,0,"no"
"670",2001,1,42,14,2,2,0,"no"
"671",2001,1,42,15,2,2,0,"no"
"672",2001,1,42,16,1,1,0,"no"
"673",2001,1,42,17,2,2,0,"no"
"674",2001,1,42,21,1,1,0,"no"
"675",2001,1,44,14,2,2,0,"no"
"676",2001,1,44,15,1,1,0,"no"
"677",2001,1,44,16,1,1,0,"no"
"678",2001,1,44,17,4,4,0,"no"
"679",2001,1,44,18,3,3,0,"no"
"680",2001,1,44,19,1,1,0,"no"
"681",2001,1,44,20,2,2,0,"no"
"682",2001,1,46,14,2,2,0,"no"
"683",2001,1,46,15,1,1,0,"no"
"684",2001,1,46,16,1,1,0,"no"
"685",2001,1,46,17,3,3,0,"no"
"686",2001,1,46,18,2,2,0,"no"
"687",2001,1,46,19,2,2,0,"no"
"688",2001,1,46,20,1,1,0,"no"
"689",2001,1,46,21,2,2,0,"no"
"690",2001,1,48,17,2,2,0,"no"
"691",2001,1,48,18,3,3,0,"no"
"692",2001,1,48,20,1,1,0,"no"
"693",2001,1,48,21,2,2,0,"no"
"694",2001,1,50,18,1,1,0,"no"
"695",2001,1,50,19,1,1,0,"no"
"696",2002,1,12,2,4,4,0,"no"
"697",2002,1,12,3,3,3,0,"no"
"698",2002,1,14,2,3,3,0,"no"
"699",2002,1,14,3,4,4,0,"no"
"700",2002,1,16,3,11,11,0,"no"
"701",2002,1,16,4,1,1,0,"no"
"702",2002,1,18,3,6,6,0,"no"
"703",2002,1,18,4,4,4,0,"no"
"704",2002,1,20,3,7,7,0,"no"
"705",2002,1,20,4,4,4,0,"no"
"706",2002,1,20,5,2,2,0,"no"
"707",2002,1,22,3,2,2,0,"no"
"708",2002,1,22,4,8,8,0,"no"
"709",2002,1,22,5,7,7,0,"no"
"710",2002,1,24,4,5,5,0,"no"
"711",2002,1,24,5,5,5,0,"no"
"712",2002,1,24,6,4,4,0,"no"
"713",2002,1,24,7,1,1,0,"no"
"714",2002,1,26,4,2,2,0,"no"
"715",2002,1,26,5,2,2,0,"no"
"716",2002,1,26,6,9,9,0,"no"
"717",2002,1,26,8,1,1,0,"no"
"718",2002,1,28,5,2,2,0,"no"
"719",2002,1,28,6,3,3,0,"no"
"720",2002,1,28,7,5,5,0,"no"
"721",2002,1,28,8,1,1,0,"no"
"722",2002,1,30,6,5,5,0,"no"
"723",2002,1,30,7,5,5,0,"no"
"724",2002,1,30,8,1,1,0,"no"
"725",2002,1,30,9,1,1,0,"no"
"726",2002,1,30,10,1,1,0,"no"
"727",2002,1,30,12,1,1,0,"no"
"728",2002,1,32,6,1,1,0,"no"
"729",2002,1,32,7,2,2,0,"no"
"730",2002,1,32,8,4,4,0,"no"
"731",2002,1,32,9,5,5,0,"no"
"732",2002,1,32,10,2,2,0,"no"
"733",2002,1,34,6,2,2,0,"no"
"734",2002,1,34,7,1,1,0,"no"
"735",2002,1,34,8,2,2,0,"no"
"736",2002,1,34,9,1,1,0,"no"
"737",2002,1,34,10,3,3,0,"no"
"738",2002,1,34,11,3,3,0,"no"
"739",2002,1,34,12,1,1,0,"no"
"740",2002,1,34,15,1,1,0,"no"
"741",2002,1,34,16,1,1,0,"no"
"742",2002,1,34,19,1,1,0,"no"
"743",2002,1,36,7,1,1,0,"no"
"744",2002,1,36,8,2,2,0,"no"
"745",2002,1,36,9,2,2,0,"no"
"746",2002,1,36,10,1,1,0,"no"
"747",2002,1,36,11,6,6,0,"no"
"748",2002,1,36,12,1,1,0,"no"
"749",2002,1,36,14,3,3,0,"no"
"750",2002,1,36,16,1,1,0,"no"
"751",2002,1,36,18,1,1,0,"no"
"752",2002,1,38,8,1,1,0,"no"
"753",2002,1,38,9,2,2,0,"no"
"754",2002,1,38,10,2,2,0,"no"
"755",2002,1,38,11,5,5,0,"no"
"756",2002,1,38,12,2,2,0,"no"
"757",2002,1,38,13,2,2,0,"no"
"758",2002,1,38,15,2,2,0,"no"
"759",2002,1,38,17,2,2,0,"no"
"760",2002,1,40,11,5,5,0,"no"
"761",2002,1,40,12,1,1,0,"no"
"762",2002,1,40,13,2,2,0,"no"
"763",2002,1,40,14,1,1,0,"no"
"764",2002,1,40,15,2,2,0,"no"
"765",2002,1,40,17,2,2,0,"no"
"766",2002,1,40,18,1,1,0,"no"
"767",2002,1,40,19,2,2,0,"no"
"768",2002,1,40,21,2,2,0,"no"
"769",2002,1,42,10,1,1,0,"no"
"770",2002,1,42,11,2,2,0,"no"
"771",2002,1,42,12,3,3,0,"no"
"772",2002,1,42,13,3,3,0,"no"
"773",2002,1,42,14,2,2,0,"no"
"774",2002,1,42,17,1,1,0,"no"
"775",2002,1,42,18,3,3,0,"no"
"776",2002,1,42,21,3,3,0,"no"
"777",2002,1,44,10,1,1,0,"no"
"778",2002,1,44,11,1,1,0,"no"
"779",2002,1,44,13,1,1,0,"no"
"780",2002,1,44,14,1,1,0,"no"
"781",2002,1,44,15,2,2,0,"no"
"782",2002,1,44,16,1,1,0,"no"
"783",2002,1,44,18,1,1,0,"no"
"784",2002,1,44,19,1,1,0,"no"
"785",2002,1,44,20,4,4,0,"no"
"786",2002,1,44,21,3,3,0,"no"
"787",2002,1,46,10,1,1,0,"no"
"788",2002,1,46,15,1,1,0,"no"
"789",2002,1,46,16,1,1,0,"no"
"790",2002,1,46,18,3,3,0,"no"
"791",2002,1,46,21,4,4,0,"no"
"792",2002,1,48,16,1,1,0,"no"
"793",2002,1,48,18,1,1,0,"no"
"794",2002,1,48,19,1,1,0,"no"
"795",2002,1,48,20,2,2,0,"no"
"796",2002,1,48,21,2,2,0,"no"
"797",2002,1,50,21,4,4,0,"no"
"798",2002,1,52,20,1,1,0,"no"
"799",2002,1,52,21,1,1,0,"no"
"800",2003,1,14,2,4,4,0,"no"
"801",2003,1,14,3,3,3,0,"no"
"802",2003,1,16,3,4,4,0,"no"
"803",2003,1,16,4,1,1,0,"no"
"804",2003,1,18,3,4,4,0,"no"
"805",2003,1,18,4,1,1,0,"no"
"806",2003,1,20,3,1,1,0,"no"
"807",2003,1,20,4,5,5,0,"no"
"808",2003,1,20,7,1,1,0,"no"
"809",2003,1,22,4,1,1,0,"no"
"810",2003,1,22,5,2,2,0,"no"
"811",2003,1,22,6,2,2,0,"no"
"812",2003,1,22,7,1,1,0,"no"
"813",2003,1,24,4,5,5,0,"no"
"814",2003,1,24,5,3,3,0,"no"
"815",2003,1,24,6,2,2,0,"no"
"816",2003,1,24,7,1,1,0,"no"
"817",2003,1,26,5,2,2,0,"no"
"818",2003,1,26,6,1,1,0,"no"
"819",2003,1,26,7,2,2,0,"no"
"820",2003,1,28,5,2,2,0,"no"
"821",2003,1,28,6,2,2,0,"no"
"822",2003,1,28,7,2,2,0,"no"
"823",2003,1,28,9,1,1,0,"no"
"824",2003,1,28,12,1,1,0,"no"
"825",2003,1,28,13,1,1,0,"no"
"826",2003,1,30,5,3,3,0,"no"
"827",2003,1,30,6,3,3,0,"no"
"828",2003,1,30,10,1,1,0,"no"
"829",2003,1,30,12,1,1,0,"no"
"830",2003,1,32,5,3,3,0,"no"
"831",2003,1,32,6,1,1,0,"no"
"832",2003,1,32,7,3,3,0,"no"
"833",2003,1,32,10,1,1,0,"no"
"834",2003,1,32,14,1,1,0,"no"
"835",2003,1,32,16,1,1,0,"no"
"836",2003,1,34,7,2,2,0,"no"
"837",2003,1,34,8,1,1,0,"no"
"838",2003,1,34,10,3,3,0,"no"
"839",2003,1,34,14,1,1,0,"no"
"840",2003,1,34,18,1,1,0,"no"
"841",2003,1,36,7,2,2,0,"no"
"842",2003,1,36,8,1,1,0,"no"
"843",2003,1,36,9,1,1,0,"no"
"844",2003,1,36,10,1,1,0,"no"
"845",2003,1,36,12,1,1,0,"no"
"846",2003,1,36,15,1,1,0,"no"
"847",2003,1,36,16,1,1,0,"no"
"848",2003,1,36,17,1,1,0,"no"
"849",2003,1,36,18,1,1,0,"no"
"850",2003,1,38,8,1,1,0,"no"
"851",2003,1,38,9,2,2,0,"no"
"852",2003,1,38,11,1,1,0,"no"
"853",2003,1,38,12,1,1,0,"no"
"854",2003,1,38,14,1,1,0,"no"
"855",2003,1,38,15,1,1,0,"no"
"856",2003,1,38,19,1,1,0,"no"
"857",2003,1,40,10,1,1,0,"no"
"858",2003,1,40,14,2,2,0,"no"
"859",2003,1,40,15,1,1,0,"no"
"860",2003,1,40,16,3,3,0,"no"
"861",2003,1,42,17,1,1,0,"no"
"862",2003,1,42,18,2,2,0,"no"
"863",2003,1,42,21,2,2,0,"no"
"864",2003,1,44,11,2,2,0,"no"
"865",2003,1,44,12,1,1,0,"no"
"866",2003,1,44,15,1,1,0,"no"
"867",2003,1,44,17,1,1,0,"no"
"868",2003,1,44,18,1,1,0,"no"
"869",2003,1,44,19,1,1,0,"no"
"870",2003,1,44,20,1,1,0,"no"
"871",2003,1,44,21,1,1,0,"no"
"872",2003,1,46,18,1,1,0,"no"
"873",2003,1,46,20,1,1,0,"no"
"874",2003,1,46,21,2,2,0,"no"
"875",2003,1,48,17,1,1,0,"no"
"876",2003,1,48,18,2,2,0,"no"
"877",2003,1,48,21,2,2,0,"no"
"878",2004,1,14,2,6,6,0,"no"
"879",2004,1,14,3,1,1,0,"no"
"880",2004,1,16,2,2,2,0,"no"
"881",2004,1,16,3,6,6,0,"no"
"882",2004,1,18,3,9,9,0,"no"
"883",2004,1,18,4,2,2,0,"no"
"884",2004,1,20,3,11,11,0,"no"
"885",2004,1,20,4,1,1,0,"no"
"886",2004,1,20,5,1,1,0,"no"
"887",2004,1,22,3,8,8,0,"no"
"888",2004,1,22,4,2,2,0,"no"
"889",2004,1,22,5,3,3,0,"no"
"890",2004,1,24,4,7,7,0,"no"
"891",2004,1,24,5,4,4,0,"no"
"892",2004,1,24,6,2,2,0,"no"
"893",2004,1,24,7,1,1,0,"no"
"894",2004,1,26,4,1,1,0,"no"
"895",2004,1,26,5,9,9,0,"no"
"896",2004,1,26,6,2,2,0,"no"
"897",2004,1,26,7,2,2,0,"no"
"898",2004,1,26,8,1,1,0,"no"
"899",2004,1,28,4,1,1,0,"no"
"900",2004,1,28,5,3,3,0,"no"
"901",2004,1,28,6,5,5,0,"no"
"902",2004,1,28,7,1,1,0,"no"
"903",2004,1,28,10,2,2,0,"no"
"904",2004,1,28,11,1,1,0,"no"
"905",2004,1,28,12,1,1,0,"no"
"906",2004,1,30,5,4,4,0,"no"
"907",2004,1,30,6,5,5,0,"no"
"908",2004,1,30,7,1,1,0,"no"
"909",2004,1,30,8,1,1,0,"no"
"910",2004,1,30,10,3,3,0,"no"
"911",2004,1,30,11,1,1,0,"no"
"912",2004,1,30,12,2,2,0,"no"
"913",2004,1,32,5,1,1,0,"no"
"914",2004,1,32,6,3,3,0,"no"
"915",2004,1,32,7,4,4,0,"no"
"916",2004,1,32,8,3,3,0,"no"
"917",2004,1,32,9,1,1,0,"no"
"918",2004,1,32,10,1,1,0,"no"
"919",2004,1,32,11,1,1,0,"no"
"920",2004,1,32,12,1,1,0,"no"
"921",2004,1,34,5,1,1,0,"no"
"922",2004,1,34,6,5,5,0,"no"
"923",2004,1,34,7,2,2,0,"no"
"924",2004,1,34,8,1,1,0,"no"
"925",2004,1,34,9,2,2,0,"no"
"926",2004,1,34,10,1,1,0,"no"
"927",2004,1,34,11,3,3,0,"no"
"928",2004,1,34,13,1,1,0,"no"
"929",2004,1,36,5,1,1,0,"no"
"930",2004,1,36,6,1,1,0,"no"
"931",2004,1,36,7,1,1,0,"no"
"932",2004,1,36,8,5,5,0,"no"
"933",2004,1,36,9,1,1,0,"no"
"934",2004,1,36,10,3,3,0,"no"
"935",2004,1,36,11,2,2,0,"no"
"936",2004,1,36,13,1,1,0,"no"
"937",2004,1,36,14,1,1,0,"no"
"938",2004,1,36,16,1,1,0,"no"
"939",2004,1,38,8,1,1,0,"no"
"940",2004,1,38,9,1,1,0,"no"
"941",2004,1,38,10,3,3,0,"no"
"942",2004,1,38,11,2,2,0,"no"
"943",2004,1,38,12,5,5,0,"no"
"944",2004,1,38,14,1,1,0,"no"
"945",2004,1,38,15,1,1,0,"no"
"946",2004,1,38,16,2,2,0,"no"
"947",2004,1,40,10,2,2,0,"no"
"948",2004,1,40,11,3,3,0,"no"
"949",2004,1,40,13,1,1,0,"no"
"950",2004,1,40,14,4,4,0,"no"
"951",2004,1,40,15,2,2,0,"no"
"952",2004,1,40,16,2,2,0,"no"
"953",2004,1,40,18,3,3,0,"no"
"954",2004,1,40,21,1,1,0,"no"
"955",2004,1,42,10,1,1,0,"no"
"956",2004,1,42,12,3,3,0,"no"
"957",2004,1,42,13,7,7,0,"no"
"958",2004,1,42,16,2,2,0,"no"
"959",2004,1,42,17,2,2,0,"no"
"960",2004,1,42,18,1,1,0,"no"
"961",2004,1,42,19,1,1,0,"no"
"962",2004,1,44,11,2,2,0,"no"
"963",2004,1,44,12,1,1,0,"no"
"964",2004,1,44,13,6,6,0,"no"
"965",2004,1,44,15,2,2,0,"no"
"966",2004,1,44,16,3,3,0,"no"
"967",2004,1,44,19,2,2,0,"no"
"968",2004,1,44,21,3,3,0,"no"
"969",2004,1,46,13,1,1,0,"no"
"970",2004,1,46,15,2,2,0,"no"
"971",2004,1,46,16,2,2,0,"no"
"972",2004,1,46,17,1,1,0,"no"
"973",2004,1,46,19,2,2,0,"no"
"974",2004,1,46,20,1,1,0,"no"
"975",2004,1,46,21,2,2,0,"no"
"976",2004,1,48,14,2,2,0,"no"
"977",2004,1,48,15,1,1,0,"no"
"978",2004,1,48,17,1,1,0,"no"
"979",2004,1,48,19,2,2,0,"no"
"980",2004,1,48,20,2,2,0,"no"
"981",2004,1,48,21,4,4,0,"no"
"982",2004,1,50,16,1,1,0,"no"
"983",2004,1,50,21,4,4,0,"no"
"984",2005,1,12,2,8,8,0,"no"
"985",2005,1,12,3,2,2,0,"no"
"986",2005,1,14,2,4,4,0,"no"
"987",2005,1,14,3,3,3,0,"no"
"988",2005,1,16,3,12,12,0,"no"
"989",2005,1,16,4,1,1,0,"no"
"990",2005,1,18,3,7,7,0,"no"
"991",2005,1,18,4,3,3,0,"no"
"992",2005,1,18,5,1,1,0,"no"
"993",2005,1,20,3,3,3,0,"no"
"994",2005,1,20,4,10,10,0,"no"
"995",2005,1,20,5,1,1,0,"no"
"996",2005,1,20,7,1,1,0,"no"
"997",2005,1,22,4,13,13,0,"no"
"998",2005,1,24,4,9,9,0,"no"
"999",2005,1,24,5,3,3,0,"no"
"1000",2005,1,24,6,2,2,0,"no"
"1001",2005,1,24,7,1,1,0,"no"
"1002",2005,1,26,4,2,2,0,"no"
"1003",2005,1,26,5,1,1,0,"no"
"1004",2005,1,26,6,4,4,0,"no"
"1005",2005,1,26,7,1,1,0,"no"
"1006",2005,1,26,10,1,1,0,"no"
"1007",2005,1,28,5,1,1,0,"no"
"1008",2005,1,28,6,6,6,0,"no"
"1009",2005,1,28,7,5,5,0,"no"
"1010",2005,1,28,8,2,2,0,"no"
"1011",2005,1,28,9,1,1,0,"no"
"1012",2005,1,30,6,4,4,0,"no"
"1013",2005,1,30,7,8,8,0,"no"
"1014",2005,1,30,8,4,4,0,"no"
"1015",2005,1,30,10,1,1,0,"no"
"1016",2005,1,30,13,1,1,0,"no"
"1017",2005,1,32,6,3,3,0,"no"
"1018",2005,1,32,7,6,6,0,"no"
"1019",2005,1,32,8,5,5,0,"no"
"1020",2005,1,32,11,1,1,0,"no"
"1021",2005,1,32,12,2,2,0,"no"
"1022",2005,1,32,13,1,1,0,"no"
"1023",2005,1,34,7,1,1,0,"no"
"1024",2005,1,34,8,2,2,0,"no"
"1025",2005,1,34,9,2,2,0,"no"
"1026",2005,1,34,10,2,2,0,"no"
"1027",2005,1,34,11,3,3,0,"no"
"1028",2005,1,34,12,1,1,0,"no"
"1029",2005,1,34,14,2,2,0,"no"
"1030",2005,1,36,6,1,1,0,"no"
"1031",2005,1,36,7,2,2,0,"no"
"1032",2005,1,36,8,3,3,0,"no"
"1033",2005,1,36,10,2,2,0,"no"
"1034",2005,1,36,11,1,1,0,"no"
"1035",2005,1,36,12,2,2,0,"no"
"1036",2005,1,36,13,1,1,0,"no"
"1037",2005,1,36,14,2,2,0,"no"
"1038",2005,1,36,18,1,1,0,"no"
"1039",2005,1,38,8,2,2,0,"no"
"1040",2005,1,38,9,1,1,0,"no"
"1041",2005,1,38,10,1,1,0,"no"
"1042",2005,1,38,11,2,2,0,"no"
"1043",2005,1,38,13,1,1,0,"no"
"1044",2005,1,38,14,2,2,0,"no"
"1045",2005,1,38,18,1,1,0,"no"
"1046",2005,1,38,19,1,1,0,"no"
"1047",2005,1,40,10,1,1,0,"no"
"1048",2005,1,40,11,1,1,0,"no"
"1049",2005,1,40,12,1,1,0,"no"
"1050",2005,1,40,13,1,1,0,"no"
"1051",2005,1,40,14,3,3,0,"no"
"1052",2005,1,40,15,2,2,0,"no"
"1053",2005,1,40,17,1,1,0,"no"
"1054",2005,1,40,19,1,1,0,"no"
"1055",2005,1,42,10,1,1,0,"no"
"1056",2005,1,42,12,1,1,0,"no"
"1057",2005,1,42,14,3,3,0,"no"
"1058",2005,1,42,15,1,1,0,"no"
"1059",2005,1,42,16,1,1,0,"no"
"1060",2005,1,42,17,2,2,0,"no"
"1061",2005,1,42,18,1,1,0,"no"
"1062",2005,1,42,20,1,1,0,"no"
"1063",2005,1,42,21,1,1,0,"no"
"1064",2005,1,44,12,2,2,0,"no"
"1065",2005,1,44,13,1,1,0,"no"
"1066",2005,1,44,15,1,1,0,"no"
"1067",2005,1,44,18,1,1,0,"no"
"1068",2005,1,44,21,2,2,0,"no"
"1069",2005,1,46,13,1,1,0,"no"
"1070",2005,1,46,21,2,2,0,"no"
"1071",2005,1,48,18,1,1,0,"no"
"1072",2005,1,48,21,1,1,0,"no"
"1073",2005,1,50,21,1,1,0,"no"
"1074",2006,1,10,3,1,NA,0,"v2020"
"1075",2006,1,12,2,1,1,0,"no"
"1076",2006,1,12,3,3,3,0,"no"
"1077",2006,1,14,2,2,2,0,"no"
"1078",2006,1,14,3,5,5,0,"no"
"1079",2006,1,14,5,1,NA,0,"v2020"
"1080",2006,1,16,2,2,2,0,"no"
"1081",2006,1,16,3,9,9,0,"no"
"1082",2006,1,16,4,2,2,0,"no"
"1083",2006,1,16,7,1,NA,0,"v2020"
"1084",2006,1,18,3,9,9,0,"no"
"1085",2006,1,18,4,7,7,0,"no"
"1086",2006,1,18,5,1,1,0,"no"
"1087",2006,1,18,6,1,1,0,"no"
"1088",2006,1,20,3,6,6,0,"no"
"1089",2006,1,20,4,9,9,0,"no"
"1090",2006,1,20,5,4,2,-2,"no"
"1091",2006,1,20,6,2,1,-1,"no"
"1092",2006,1,22,3,5,5,0,"no"
"1093",2006,1,22,4,9,9,0,"no"
"1094",2006,1,22,5,2,2,0,"no"
"1095",2006,1,22,9,1,NA,0,"v2020"
"1096",2006,1,22,10,1,NA,0,"v2020"
"1097",2006,1,24,3,1,1,0,"no"
"1098",2006,1,24,4,3,3,0,"no"
"1099",2006,1,24,5,11,11,0,"no"
"1100",2006,1,24,6,1,1,0,"no"
"1101",2006,1,24,7,1,NA,0,"v2020"
"1102",2006,1,24,10,1,NA,0,"v2020"
"1103",2006,1,26,4,3,3,0,"no"
"1104",2006,1,26,5,8,8,0,"no"
"1105",2006,1,26,6,3,3,0,"no"
"1106",2006,1,26,7,3,2,-1,"no"
"1107",2006,1,26,11,2,NA,0,"v2020"
"1108",2006,1,26,12,1,NA,0,"v2020"
"1109",2006,1,28,5,6,6,0,"no"
"1110",2006,1,28,6,6,6,0,"no"
"1111",2006,1,28,7,5,5,0,"no"
"1112",2006,1,28,9,1,NA,0,"v2020"
"1113",2006,1,28,10,2,1,-1,"no"
"1114",2006,1,30,5,2,2,0,"no"
"1115",2006,1,30,6,2,2,0,"no"
"1116",2006,1,30,7,5,4,-1,"no"
"1117",2006,1,30,8,1,1,0,"no"
"1118",2006,1,30,9,2,2,0,"no"
"1119",2006,1,30,12,2,2,0,"no"
"1120",2006,1,30,14,1,NA,0,"v2020"
"1121",2006,1,30,16,1,NA,0,"v2020"
"1122",2006,1,32,5,1,1,0,"no"
"1123",2006,1,32,6,4,4,0,"no"
"1124",2006,1,32,7,1,1,0,"no"
"1125",2006,1,32,8,5,4,-1,"no"
"1126",2006,1,32,9,3,2,-1,"no"
"1127",2006,1,32,10,5,4,-1,"no"
"1128",2006,1,32,12,1,1,0,"no"
"1129",2006,1,32,13,2,1,-1,"no"
"1130",2006,1,32,14,1,NA,0,"v2020"
"1131",2006,1,34,5,1,1,0,"no"
"1132",2006,1,34,7,3,3,0,"no"
"1133",2006,1,34,8,5,5,0,"no"
"1134",2006,1,34,9,3,3,0,"no"
"1135",2006,1,34,10,3,3,0,"no"
"1136",2006,1,34,11,4,3,-1,"no"
"1137",2006,1,34,12,2,NA,0,"v2020"
"1138",2006,1,34,15,3,NA,0,"v2020"
"1139",2006,1,34,16,1,NA,0,"v2020"
"1140",2006,1,36,7,1,1,0,"no"
"1141",2006,1,36,9,7,7,0,"no"
"1142",2006,1,36,10,5,5,0,"no"
"1143",2006,1,36,11,1,1,0,"no"
"1144",2006,1,36,12,2,2,0,"no"
"1145",2006,1,36,14,1,1,0,"no"
"1146",2006,1,36,16,1,NA,0,"v2020"
"1147",2006,1,36,17,1,1,0,"no"
"1148",2006,1,36,21,1,NA,0,"v2020"
"1149",2006,1,38,8,3,3,0,"no"
"1150",2006,1,38,9,4,4,0,"no"
"1151",2006,1,38,10,1,1,0,"no"
"1152",2006,1,38,11,2,2,0,"no"
"1153",2006,1,38,13,4,3,-1,"no"
"1154",2006,1,38,14,2,2,0,"no"
"1155",2006,1,38,15,1,NA,0,"v2020"
"1156",2006,1,38,16,1,1,0,"no"
"1157",2006,1,38,17,2,1,-1,"no"
"1158",2006,1,38,18,1,NA,0,"v2020"
"1159",2006,1,38,20,1,NA,0,"v2020"
"1160",2006,1,38,21,2,NA,0,"v2020"
"1161",2006,1,40,8,1,1,0,"no"
"1162",2006,1,40,9,2,2,0,"no"
"1163",2006,1,40,10,1,1,0,"no"
"1164",2006,1,40,12,2,2,0,"no"
"1165",2006,1,40,13,1,1,0,"no"
"1166",2006,1,40,14,1,1,0,"no"
"1167",2006,1,40,15,2,2,0,"no"
"1168",2006,1,40,17,1,1,0,"no"
"1169",2006,1,40,18,2,2,0,"no"
"1170",2006,1,40,20,1,1,0,"no"
"1171",2006,1,40,21,2,1,-1,"no"
"1172",2006,1,42,10,1,1,0,"no"
"1173",2006,1,42,12,1,1,0,"no"
"1174",2006,1,42,13,3,3,0,"no"
"1175",2006,1,42,15,2,2,0,"no"
"1176",2006,1,42,17,2,2,0,"no"
"1177",2006,1,42,18,1,1,0,"no"
"1178",2006,1,42,19,2,2,0,"no"
"1179",2006,1,42,20,1,1,0,"no"
"1180",2006,1,42,21,4,4,0,"no"
"1181",2006,1,44,10,1,1,0,"no"
"1182",2006,1,44,13,2,2,0,"no"
"1183",2006,1,44,14,3,3,0,"no"
"1184",2006,1,44,15,1,1,0,"no"
"1185",2006,1,44,16,1,1,0,"no"
"1186",2006,1,44,17,2,2,0,"no"
"1187",2006,1,44,18,1,1,0,"no"
"1188",2006,1,44,20,1,1,0,"no"
"1189",2006,1,44,21,5,5,0,"no"
"1190",2006,1,46,13,1,1,0,"no"
"1191",2006,1,46,15,1,1,0,"no"
"1192",2006,1,46,16,1,1,0,"no"
"1193",2006,1,46,17,2,2,0,"no"
"1194",2006,1,46,19,2,2,0,"no"
"1195",2006,1,46,20,1,1,0,"no"
"1196",2006,1,46,21,3,3,0,"no"
"1197",2006,1,48,14,1,1,0,"no"
"1198",2006,1,48,21,5,5,0,"no"
"1199",2006,1,50,21,1,1,0,"no"
"1200",2007,1,14,2,5,5,0,"no"
"1201",2007,1,14,3,1,1,0,"no"
"1202",2007,1,14,4,4,4,0,"no"
"1203",2007,1,16,2,1,1,0,"no"
"1204",2007,1,16,3,2,2,0,"no"
"1205",2007,1,16,4,9,9,0,"no"
"1206",2007,1,16,5,1,NA,0,"v2020"
"1207",2007,1,16,6,5,NA,0,"v2020"
"1208",2007,1,16,7,2,NA,0,"v2020"
"1209",2007,1,18,3,1,1,0,"no"
"1210",2007,1,18,4,14,14,0,"no"
"1211",2007,1,18,5,2,2,0,"no"
"1212",2007,1,18,6,5,NA,0,"v2020"
"1213",2007,1,18,7,2,NA,0,"v2020"
"1214",2007,1,18,8,1,NA,0,"v2020"
"1215",2007,1,20,3,1,1,0,"no"
"1216",2007,1,20,4,8,8,0,"no"
"1217",2007,1,20,5,7,7,0,"no"
"1218",2007,1,20,6,7,2,-5,"no"
"1219",2007,1,20,8,2,NA,0,"v2020"
"1220",2007,1,20,9,1,NA,0,"v2020"
"1221",2007,1,22,3,1,1,0,"no"
"1222",2007,1,22,4,8,8,0,"no"
"1223",2007,1,22,5,6,5,-1,"no"
"1224",2007,1,22,6,4,4,0,"no"
"1225",2007,1,22,7,2,1,-1,"no"
"1226",2007,1,22,8,3,NA,0,"v2020"
"1227",2007,1,22,9,1,NA,0,"v2020"
"1228",2007,1,22,12,1,NA,0,"v2020"
"1229",2007,1,22,16,1,NA,0,"v2020"
"1230",2007,1,24,3,2,2,0,"no"
"1231",2007,1,24,4,4,4,0,"no"
"1232",2007,1,24,5,5,4,-1,"no"
"1233",2007,1,24,6,6,3,-3,"no"
"1234",2007,1,24,7,5,3,-2,"no"
"1235",2007,1,24,8,2,NA,0,"v2020"
"1236",2007,1,24,9,1,NA,0,"v2020"
"1237",2007,1,24,11,1,NA,0,"v2020"
"1238",2007,1,26,4,5,5,0,"no"
"1239",2007,1,26,5,6,6,0,"no"
"1240",2007,1,26,6,4,4,0,"no"
"1241",2007,1,26,7,4,3,-1,"no"
"1242",2007,1,26,8,3,NA,0,"v2020"
"1243",2007,1,26,9,2,NA,0,"v2020"
"1244",2007,1,26,10,1,NA,0,"v2020"
