"","year","sex","length","age","v2018","v2020","diff","missing"
"1842",2011,1,34,11,4,4,0,"no"
"1843",2011,1,34,12,3,3,0,"no"
"1844",2011,1,34,15,1,1,0,"no"
"1845",2011,1,34,17,1,1,0,"no"
"1846",2011,1,34,19,1,1,0,"no"
"1847",2011,1,36,7,3,3,0,"no"
"1848",2011,1,36,8,1,1,0,"no"
"1849",2011,1,36,9,3,3,0,"no"
"1850",2011,1,36,10,2,2,0,"no"
"1851",2011,1,36,11,6,6,0,"no"
"1852",2011,1,36,12,3,3,0,"no"
"1853",2011,1,36,13,1,1,0,"no"
"1854",2011,1,36,14,2,2,0,"no"
"1855",2011,1,36,15,1,1,0,"no"
"1856",2011,1,36,17,2,2,0,"no"
"1857",2011,1,38,7,3,3,0,"no"
"1858",2011,1,38,9,1,1,0,"no"
"1859",2011,1,38,10,1,1,0,"no"
"1860",2011,1,38,11,3,3,0,"no"
"1861",2011,1,38,12,2,2,0,"no"
"1862",2011,1,38,13,2,2,0,"no"
"1863",2011,1,38,14,3,3,0,"no"
"1864",2011,1,38,15,1,1,0,"no"
"1865",2011,1,38,16,1,1,0,"no"
"1866",2011,1,38,17,1,1,0,"no"
"1867",2011,1,38,18,1,1,0,"no"
"1868",2011,1,38,21,4,4,0,"no"
"1869",2011,1,40,9,1,1,0,"no"
"1870",2011,1,40,10,3,3,0,"no"
"1871",2011,1,40,12,2,2,0,"no"
"1872",2011,1,40,13,6,6,0,"no"
"1873",2011,1,40,14,1,1,0,"no"
"1874",2011,1,40,15,3,3,0,"no"
"1875",2011,1,40,16,1,1,0,"no"
"1876",2011,1,40,17,2,2,0,"no"
"1877",2011,1,40,18,1,1,0,"no"
"1878",2011,1,40,19,1,1,0,"no"
"1879",2011,1,42,9,1,1,0,"no"
"1880",2011,1,42,10,2,2,0,"no"
"1881",2011,1,42,11,1,1,0,"no"
"1882",2011,1,42,12,2,2,0,"no"
"1883",2011,1,42,13,4,4,0,"no"
"1884",2011,1,42,14,1,1,0,"no"
"1885",2011,1,42,15,3,3,0,"no"
"1886",2011,1,42,16,3,3,0,"no"
"1887",2011,1,42,17,1,1,0,"no"
"1888",2011,1,42,18,1,1,0,"no"
"1889",2011,1,42,20,2,2,0,"no"
"1890",2011,1,42,21,1,1,0,"no"
"1891",2011,1,44,11,1,1,0,"no"
"1892",2011,1,44,12,1,1,0,"no"
"1893",2011,1,44,13,1,1,0,"no"
"1894",2011,1,44,14,5,5,0,"no"
"1895",2011,1,44,16,2,2,0,"no"
"1896",2011,1,44,18,2,2,0,"no"
"1897",2011,1,44,21,1,1,0,"no"
"1898",2011,1,46,12,1,1,0,"no"
"1899",2011,1,46,14,3,3,0,"no"
"1900",2011,1,46,15,1,1,0,"no"
"1901",2011,1,46,16,1,1,0,"no"
"1902",2011,1,46,17,3,3,0,"no"
"1903",2011,1,46,18,5,5,0,"no"
"1904",2011,1,46,19,1,1,0,"no"
"1905",2011,1,46,20,1,1,0,"no"
"1906",2011,1,46,21,1,1,0,"no"
"1907",2011,1,48,15,1,1,0,"no"
"1908",2011,1,48,17,3,3,0,"no"
"1909",2011,1,48,18,2,2,0,"no"
"1910",2011,1,48,19,1,1,0,"no"
"1911",2011,1,48,20,1,1,0,"no"
"1912",2011,1,48,21,3,3,0,"no"
"1913",2011,1,50,15,1,1,0,"no"
"1914",2011,1,50,17,1,1,0,"no"
"1915",2011,1,50,18,1,1,0,"no"
"1916",2011,1,50,21,5,5,0,"no"
"1917",2011,1,52,21,1,1,0,"no"
"1918",2011,1,54,21,1,1,0,"no"
"1919",2012,1,14,2,1,1,0,"no"
"1920",2012,1,14,3,10,10,0,"no"
"1921",2012,1,14,4,1,1,0,"no"
"1922",2012,1,16,3,8,8,0,"no"
"1923",2012,1,16,4,3,3,0,"no"
"1924",2012,1,18,3,6,6,0,"no"
"1925",2012,1,18,4,3,3,0,"no"
"1926",2012,1,18,5,3,3,0,"no"
"1927",2012,1,20,3,3,3,0,"no"
"1928",2012,1,20,4,5,5,0,"no"
"1929",2012,1,20,5,6,6,0,"no"
"1930",2012,1,20,6,2,2,0,"no"
"1931",2012,1,22,3,1,1,0,"no"
"1932",2012,1,22,4,3,3,0,"no"
"1933",2012,1,22,5,8,8,0,"no"
"1934",2012,1,22,6,2,2,0,"no"
"1935",2012,1,22,7,1,1,0,"no"
"1936",2012,1,24,4,1,1,0,"no"
"1937",2012,1,24,5,7,7,0,"no"
"1938",2012,1,24,6,6,6,0,"no"
"1939",2012,1,24,8,1,1,0,"no"
"1940",2012,1,26,5,3,3,0,"no"
"1941",2012,1,26,6,6,6,0,"no"
"1942",2012,1,26,7,6,6,0,"no"
"1943",2012,1,26,8,1,1,0,"no"
"1944",2012,1,28,5,2,2,0,"no"
"1945",2012,1,28,6,8,8,0,"no"
"1946",2012,1,28,7,2,2,0,"no"
"1947",2012,1,28,8,1,1,0,"no"
"1948",2012,1,28,9,2,2,0,"no"
"1949",2012,1,30,6,8,8,0,"no"
"1950",2012,1,30,7,1,1,0,"no"
"1951",2012,1,30,8,3,3,0,"no"
"1952",2012,1,30,9,5,5,0,"no"
"1953",2012,1,30,10,1,1,0,"no"
"1954",2012,1,30,11,1,1,0,"no"
"1955",2012,1,32,6,5,5,0,"no"
"1956",2012,1,32,7,4,4,0,"no"
"1957",2012,1,32,8,2,2,0,"no"
"1958",2012,1,32,9,8,8,0,"no"
"1959",2012,1,34,6,3,3,0,"no"
"1960",2012,1,34,7,4,4,0,"no"
"1961",2012,1,34,8,1,1,0,"no"
"1962",2012,1,34,9,4,4,0,"no"
"1963",2012,1,34,10,3,3,0,"no"
"1964",2012,1,34,12,2,2,0,"no"
"1965",2012,1,34,13,1,1,0,"no"
"1966",2012,1,34,21,1,1,0,"no"
"1967",2012,1,36,7,2,2,0,"no"
"1968",2012,1,36,8,4,4,0,"no"
"1969",2012,1,36,9,2,2,0,"no"
"1970",2012,1,36,10,2,2,0,"no"
"1971",2012,1,36,11,3,3,0,"no"
"1972",2012,1,36,12,3,3,0,"no"
"1973",2012,1,36,14,1,1,0,"no"
"1974",2012,1,36,15,2,2,0,"no"
"1975",2012,1,38,8,1,1,0,"no"
"1976",2012,1,38,9,5,5,0,"no"
"1977",2012,1,38,10,5,5,0,"no"
"1978",2012,1,38,11,2,2,0,"no"
"1979",2012,1,38,12,1,1,0,"no"
"1980",2012,1,38,13,2,2,0,"no"
"1981",2012,1,38,14,1,1,0,"no"
"1982",2012,1,38,16,2,2,0,"no"
"1983",2012,1,40,8,1,1,0,"no"
"1984",2012,1,40,9,2,2,0,"no"
"1985",2012,1,40,10,5,5,0,"no"
"1986",2012,1,40,11,3,3,0,"no"
"1987",2012,1,40,12,1,1,0,"no"
"1988",2012,1,40,13,2,2,0,"no"
"1989",2012,1,40,15,1,1,0,"no"
"1990",2012,1,40,16,2,2,0,"no"
"1991",2012,1,40,17,1,1,0,"no"
"1992",2012,1,40,21,2,2,0,"no"
"1993",2012,1,42,11,3,3,0,"no"
"1994",2012,1,42,12,3,3,0,"no"
"1995",2012,1,42,13,4,4,0,"no"
"1996",2012,1,42,15,2,2,0,"no"
"1997",2012,1,42,16,1,1,0,"no"
"1998",2012,1,42,17,3,3,0,"no"
"1999",2012,1,42,18,1,1,0,"no"
"2000",2012,1,42,21,4,4,0,"no"
"2001",2012,1,44,11,3,3,0,"no"
"2002",2012,1,44,12,2,2,0,"no"
"2003",2012,1,44,13,3,3,0,"no"
"2004",2012,1,44,15,1,1,0,"no"
"2005",2012,1,44,16,4,4,0,"no"
"2006",2012,1,44,17,3,3,0,"no"
"2007",2012,1,44,19,1,1,0,"no"
"2008",2012,1,44,21,1,1,0,"no"
"2009",2012,1,46,12,1,1,0,"no"
"2010",2012,1,46,13,1,1,0,"no"
"2011",2012,1,46,14,1,1,0,"no"
"2012",2012,1,46,16,1,1,0,"no"
"2013",2012,1,46,17,1,1,0,"no"
"2014",2012,1,46,18,1,1,0,"no"
"2015",2012,1,46,20,4,4,0,"no"
"2016",2012,1,46,21,5,5,0,"no"
"2017",2012,1,48,12,1,1,0,"no"
"2018",2012,1,48,16,1,1,0,"no"
"2019",2012,1,48,17,1,1,0,"no"
"2020",2012,1,48,18,1,1,0,"no"
"2021",2012,1,48,19,2,2,0,"no"
"2022",2012,1,48,21,4,4,0,"no"
"2023",2012,1,50,15,1,1,0,"no"
"2024",2012,1,50,18,2,2,0,"no"
"2025",2012,1,50,20,2,2,0,"no"
"2026",2012,1,50,21,3,3,0,"no"
"2027",2012,1,52,20,1,1,0,"no"
"2028",2012,1,52,21,1,1,0,"no"
"2029",2013,1,12,2,6,6,0,"no"
"2030",2013,1,12,3,1,1,0,"no"
"2031",2013,1,14,2,1,1,0,"no"
"2032",2013,1,14,3,5,5,0,"no"
"2033",2013,1,16,3,8,8,0,"no"
"2034",2013,1,16,4,3,3,0,"no"
"2035",2013,1,18,3,3,3,0,"no"
"2036",2013,1,18,4,9,9,0,"no"
"2037",2013,1,18,5,1,1,0,"no"
"2038",2013,1,20,3,1,1,0,"no"
"2039",2013,1,20,4,8,8,0,"no"
"2040",2013,1,20,5,4,4,0,"no"
"2041",2013,1,20,6,3,3,0,"no"
"2042",2013,1,20,8,1,1,0,"no"
"2043",2013,1,22,4,7,7,0,"no"
"2044",2013,1,22,5,6,6,0,"no"
"2045",2013,1,22,6,3,3,0,"no"
"2046",2013,1,22,7,1,1,0,"no"
"2047",2013,1,24,4,6,6,0,"no"
"2048",2013,1,24,5,6,6,0,"no"
"2049",2013,1,24,6,6,6,0,"no"
"2050",2013,1,24,7,2,2,0,"no"
"2051",2013,1,24,8,3,3,0,"no"
"2052",2013,1,26,4,2,2,0,"no"
"2053",2013,1,26,5,5,5,0,"no"
"2054",2013,1,26,6,5,5,0,"no"
"2055",2013,1,26,7,4,4,0,"no"
"2056",2013,1,26,8,3,3,0,"no"
"2057",2013,1,28,5,5,5,0,"no"
"2058",2013,1,28,6,2,2,0,"no"
"2059",2013,1,28,7,2,2,0,"no"
"2060",2013,1,28,8,3,3,0,"no"
"2061",2013,1,28,9,5,5,0,"no"
"2062",2013,1,28,10,1,1,0,"no"
"2063",2013,1,30,5,1,1,0,"no"
"2064",2013,1,30,6,4,4,0,"no"
"2065",2013,1,30,7,2,2,0,"no"
"2066",2013,1,30,8,4,4,0,"no"
"2067",2013,1,30,9,5,5,0,"no"
"2068",2013,1,30,10,4,4,0,"no"
"2069",2013,1,30,11,2,2,0,"no"
"2070",2013,1,32,6,3,3,0,"no"
"2071",2013,1,32,7,3,3,0,"no"
"2072",2013,1,32,8,3,3,0,"no"
"2073",2013,1,32,10,5,5,0,"no"
"2074",2013,1,32,11,4,4,0,"no"
"2075",2013,1,32,12,2,2,0,"no"
"2076",2013,1,32,16,1,1,0,"no"
"2077",2013,1,34,7,4,4,0,"no"
"2078",2013,1,34,8,6,6,0,"no"
"2079",2013,1,34,9,2,2,0,"no"
"2080",2013,1,34,10,6,6,0,"no"
"2081",2013,1,34,11,2,2,0,"no"
"2082",2013,1,34,12,3,3,0,"no"
"2083",2013,1,36,7,1,1,0,"no"
"2084",2013,1,36,9,6,6,0,"no"
"2085",2013,1,36,10,9,9,0,"no"
"2086",2013,1,36,12,4,4,0,"no"
"2087",2013,1,36,13,1,1,0,"no"
"2088",2013,1,36,14,1,1,0,"no"
"2089",2013,1,38,8,1,1,0,"no"
"2090",2013,1,38,9,1,1,0,"no"
"2091",2013,1,38,10,7,7,0,"no"
"2092",2013,1,38,11,5,5,0,"no"
"2093",2013,1,38,12,1,1,0,"no"
"2094",2013,1,38,13,2,2,0,"no"
"2095",2013,1,38,14,1,1,0,"no"
"2096",2013,1,38,15,1,1,0,"no"
"2097",2013,1,38,16,1,1,0,"no"
"2098",2013,1,38,17,1,1,0,"no"
"2099",2013,1,38,19,1,1,0,"no"
"2100",2013,1,40,9,3,3,0,"no"
"2101",2013,1,40,10,2,2,0,"no"
"2102",2013,1,40,11,1,1,0,"no"
"2103",2013,1,40,12,3,3,0,"no"
"2104",2013,1,40,13,2,2,0,"no"
"2105",2013,1,40,14,2,2,0,"no"
"2106",2013,1,40,15,1,1,0,"no"
"2107",2013,1,40,16,2,2,0,"no"
"2108",2013,1,40,17,3,3,0,"no"
"2109",2013,1,40,20,1,1,0,"no"
"2110",2013,1,40,21,1,1,0,"no"
"2111",2013,1,42,9,1,1,0,"no"
"2112",2013,1,42,11,1,1,0,"no"
"2113",2013,1,42,12,3,3,0,"no"
"2114",2013,1,42,13,3,3,0,"no"
"2115",2013,1,42,14,5,5,0,"no"
"2116",2013,1,42,15,1,1,0,"no"
"2117",2013,1,42,16,2,2,0,"no"
"2118",2013,1,42,17,1,1,0,"no"
"2119",2013,1,42,21,3,3,0,"no"
"2120",2013,1,44,11,2,2,0,"no"
"2121",2013,1,44,12,2,2,0,"no"
"2122",2013,1,44,13,4,4,0,"no"
"2123",2013,1,44,14,2,2,0,"no"
"2124",2013,1,44,15,5,5,0,"no"
"2125",2013,1,44,17,1,1,0,"no"
"2126",2013,1,44,18,1,1,0,"no"
"2127",2013,1,44,19,1,1,0,"no"
"2128",2013,1,44,20,1,1,0,"no"
"2129",2013,1,44,21,3,3,0,"no"
"2130",2013,1,46,12,2,2,0,"no"
"2131",2013,1,46,13,1,1,0,"no"
"2132",2013,1,46,14,2,2,0,"no"
"2133",2013,1,46,15,3,3,0,"no"
"2134",2013,1,46,16,1,1,0,"no"
"2135",2013,1,46,18,2,2,0,"no"
"2136",2013,1,46,19,1,1,0,"no"
"2137",2013,1,46,20,2,2,0,"no"
"2138",2013,1,46,21,3,3,0,"no"
"2139",2013,1,48,11,1,1,0,"no"
"2140",2013,1,48,13,1,1,0,"no"
"2141",2013,1,48,14,1,1,0,"no"
"2142",2013,1,48,15,1,1,0,"no"
"2143",2013,1,48,16,1,1,0,"no"
"2144",2013,1,48,17,1,1,0,"no"
"2145",2013,1,48,18,1,1,0,"no"
"2146",2013,1,48,19,1,1,0,"no"
"2147",2013,1,48,20,2,2,0,"no"
"2148",2013,1,48,21,5,5,0,"no"
"2149",2013,1,50,18,1,1,0,"no"
"2150",2013,1,50,19,3,3,0,"no"
"2151",2013,1,50,21,2,2,0,"no"
"2152",2013,1,52,21,2,2,0,"no"
"2153",2014,1,10,3,1,1,0,"no"
"2154",2014,1,12,2,2,2,0,"no"
"2155",2014,1,12,3,3,3,0,"no"
"2156",2014,1,14,2,5,5,0,"no"
"2157",2014,1,14,3,13,13,0,"no"
"2158",2014,1,14,4,2,2,0,"no"
"2159",2014,1,16,2,2,2,0,"no"
"2160",2014,1,16,3,12,12,0,"no"
"2161",2014,1,16,4,4,4,0,"no"
"2162",2014,1,18,3,10,10,0,"no"
"2163",2014,1,18,4,4,4,0,"no"
"2164",2014,1,18,5,3,3,0,"no"
"2165",2014,1,20,3,4,4,0,"no"
"2166",2014,1,20,4,4,4,0,"no"
"2167",2014,1,20,5,11,11,0,"no"
"2168",2014,1,20,6,3,3,0,"no"
"2169",2014,1,20,7,1,1,0,"no"
"2170",2014,1,22,4,3,3,0,"no"
"2171",2014,1,22,5,6,6,0,"no"
"2172",2014,1,22,6,7,7,0,"no"
"2173",2014,1,22,8,1,1,0,"no"
"2174",2014,1,24,5,4,4,0,"no"
"2175",2014,1,24,6,9,9,0,"no"
"2176",2014,1,24,7,2,2,0,"no"
"2177",2014,1,24,9,2,2,0,"no"
"2178",2014,1,24,10,1,1,0,"no"
"2179",2014,1,26,5,4,4,0,"no"
"2180",2014,1,26,6,4,4,0,"no"
"2181",2014,1,26,7,2,2,0,"no"
"2182",2014,1,26,8,3,3,0,"no"
"2183",2014,1,26,9,5,5,0,"no"
"2184",2014,1,28,5,4,4,0,"no"
"2185",2014,1,28,7,5,5,0,"no"
"2186",2014,1,28,8,2,2,0,"no"
"2187",2014,1,28,9,4,4,0,"no"
"2188",2014,1,28,12,1,1,0,"no"
"2189",2014,1,30,5,2,2,0,"no"
"2190",2014,1,30,6,2,2,0,"no"
"2191",2014,1,30,7,6,6,0,"no"
"2192",2014,1,30,9,4,4,0,"no"
"2193",2014,1,30,10,1,1,0,"no"
"2194",2014,1,30,13,1,1,0,"no"
"2195",2014,1,32,6,2,2,0,"no"
"2196",2014,1,32,7,5,5,0,"no"
"2197",2014,1,32,8,2,2,0,"no"
"2198",2014,1,32,9,2,2,0,"no"
"2199",2014,1,32,10,2,2,0,"no"
"2200",2014,1,32,11,1,1,0,"no"
"2201",2014,1,32,12,3,3,0,"no"
"2202",2014,1,32,15,1,1,0,"no"
"2203",2014,1,32,19,1,1,0,"no"
"2204",2014,1,34,7,1,1,0,"no"
"2205",2014,1,34,8,2,2,0,"no"
"2206",2014,1,34,9,3,3,0,"no"
"2207",2014,1,34,10,7,7,0,"no"
"2208",2014,1,34,11,5,5,0,"no"
"2209",2014,1,34,12,3,3,0,"no"
"2210",2014,1,34,15,1,1,0,"no"
"2211",2014,1,36,8,3,3,0,"no"
"2212",2014,1,36,9,4,4,0,"no"
"2213",2014,1,36,10,4,4,0,"no"
"2214",2014,1,36,11,4,4,0,"no"
"2215",2014,1,36,12,2,2,0,"no"
"2216",2014,1,36,14,1,1,0,"no"
"2217",2014,1,36,15,1,1,0,"no"
"2218",2014,1,36,16,2,2,0,"no"
"2219",2014,1,38,10,5,5,0,"no"
"2220",2014,1,38,11,4,4,0,"no"
"2221",2014,1,38,12,1,1,0,"no"
"2222",2014,1,38,13,4,4,0,"no"
"2223",2014,1,38,14,4,4,0,"no"
"2224",2014,1,38,15,3,3,0,"no"
"2225",2014,1,38,16,1,1,0,"no"
"2226",2014,1,40,9,3,3,0,"no"
"2227",2014,1,40,10,3,3,0,"no"
"2228",2014,1,40,11,4,4,0,"no"
"2229",2014,1,40,12,2,2,0,"no"
"2230",2014,1,40,13,5,5,0,"no"
"2231",2014,1,40,14,2,2,0,"no"
"2232",2014,1,40,15,1,1,0,"no"
"2233",2014,1,40,16,1,1,0,"no"
"2234",2014,1,40,17,1,1,0,"no"
"2235",2014,1,40,18,2,2,0,"no"
"2236",2014,1,42,10,2,2,0,"no"
"2237",2014,1,42,11,2,2,0,"no"
"2238",2014,1,42,12,2,2,0,"no"
"2239",2014,1,42,13,4,4,0,"no"
"2240",2014,1,42,14,3,3,0,"no"
"2241",2014,1,42,15,1,1,0,"no"
"2242",2014,1,42,16,4,4,0,"no"
"2243",2014,1,42,17,1,1,0,"no"
"2244",2014,1,42,20,2,2,0,"no"
"2245",2014,1,42,21,3,3,0,"no"
"2246",2014,1,44,12,1,1,0,"no"
"2247",2014,1,44,13,1,1,0,"no"
"2248",2014,1,44,14,2,2,0,"no"
"2249",2014,1,44,15,4,4,0,"no"
"2250",2014,1,44,16,2,2,0,"no"
"2251",2014,1,44,17,1,1,0,"no"
"2252",2014,1,44,18,2,2,0,"no"
"2253",2014,1,44,19,1,1,0,"no"
"2254",2014,1,44,20,1,1,0,"no"
"2255",2014,1,44,21,1,1,0,"no"
"2256",2014,1,46,12,2,2,0,"no"
"2257",2014,1,46,13,1,1,0,"no"
"2258",2014,1,46,15,2,2,0,"no"
"2259",2014,1,46,16,3,3,0,"no"
"2260",2014,1,46,20,1,1,0,"no"
"2261",2014,1,46,21,4,4,0,"no"
"2262",2014,1,48,15,2,2,0,"no"
"2263",2014,1,48,17,1,1,0,"no"
"2264",2014,1,48,18,1,1,0,"no"
"2265",2014,1,48,19,2,2,0,"no"
"2266",2014,1,48,21,4,4,0,"no"
"2267",2014,1,50,19,1,1,0,"no"
"2268",2014,1,50,20,1,1,0,"no"
"2269",2014,1,50,21,4,4,0,"no"
"2270",2014,1,52,21,1,1,0,"no"
"2271",2014,1,54,21,1,1,0,"no"
"2272",2015,1,12,2,1,1,0,"no"
"2273",2015,1,12,3,1,1,0,"no"
"2274",2015,1,14,2,1,1,0,"no"
"2275",2015,1,14,4,3,3,0,"no"
"2276",2015,1,16,3,4,4,0,"no"
"2277",2015,1,16,4,16,16,0,"no"
"2278",2015,1,18,3,3,3,0,"no"
"2279",2015,1,18,4,17,17,0,"no"
"2280",2015,1,18,5,1,1,0,"no"
"2281",2015,1,20,4,7,7,0,"no"
"2282",2015,1,20,5,1,1,0,"no"
"2283",2015,1,20,6,1,1,0,"no"
"2284",2015,1,22,3,1,1,0,"no"
"2285",2015,1,22,4,6,6,0,"no"
"2286",2015,1,22,5,2,2,0,"no"
"2287",2015,1,22,6,1,1,0,"no"
"2288",2015,1,24,3,2,2,0,"no"
"2289",2015,1,24,4,3,3,0,"no"
"2290",2015,1,24,5,3,3,0,"no"
"2291",2015,1,24,6,6,6,0,"no"
"2292",2015,1,24,7,3,3,0,"no"
"2293",2015,1,24,9,1,1,0,"no"
"2294",2015,1,26,4,3,3,0,"no"
"2295",2015,1,26,5,2,2,0,"no"
"2296",2015,1,26,6,6,6,0,"no"
"2297",2015,1,26,7,4,4,0,"no"
"2298",2015,1,26,10,1,1,0,"no"
"2299",2015,1,28,6,4,4,0,"no"
"2300",2015,1,28,7,2,2,0,"no"
"2301",2015,1,28,10,3,3,0,"no"
"2302",2015,1,30,5,1,1,0,"no"
"2303",2015,1,30,6,4,4,0,"no"
"2304",2015,1,30,7,7,7,0,"no"
"2305",2015,1,30,8,6,6,0,"no"
"2306",2015,1,30,9,2,2,0,"no"
"2307",2015,1,30,10,2,2,0,"no"
"2308",2015,1,30,12,1,1,0,"no"
"2309",2015,1,32,5,2,2,0,"no"
"2310",2015,1,32,6,3,3,0,"no"
"2311",2015,1,32,7,4,4,0,"no"
"2312",2015,1,32,8,2,2,0,"no"
"2313",2015,1,32,9,2,2,0,"no"
"2314",2015,1,32,10,2,2,0,"no"
"2315",2015,1,32,11,1,1,0,"no"
"2316",2015,1,32,12,3,3,0,"no"
"2317",2015,1,32,13,1,1,0,"no"
"2318",2015,1,32,14,1,1,0,"no"
"2319",2015,1,34,7,3,3,0,"no"
"2320",2015,1,34,8,6,6,0,"no"
"2321",2015,1,34,9,3,3,0,"no"
"2322",2015,1,34,10,4,4,0,"no"
"2323",2015,1,34,12,3,3,0,"no"
"2324",2015,1,34,13,2,2,0,"no"
"2325",2015,1,34,17,1,1,0,"no"
"2326",2015,1,36,8,2,2,0,"no"
"2327",2015,1,36,9,2,2,0,"no"
"2328",2015,1,36,10,3,3,0,"no"
"2329",2015,1,36,11,2,2,0,"no"
"2330",2015,1,36,12,12,12,0,"no"
"2331",2015,1,36,13,5,5,0,"no"
"2332",2015,1,36,14,2,2,0,"no"
"2333",2015,1,36,15,1,1,0,"no"
"2334",2015,1,36,16,2,2,0,"no"
"2335",2015,1,36,18,1,1,0,"no"
"2336",2015,1,36,21,1,1,0,"no"
"2337",2015,1,38,8,2,2,0,"no"
"2338",2015,1,38,9,4,4,0,"no"
"2339",2015,1,38,10,5,5,0,"no"
"2340",2015,1,38,11,4,4,0,"no"
"2341",2015,1,38,12,3,3,0,"no"
"2342",2015,1,38,13,4,4,0,"no"
"2343",2015,1,38,14,6,6,0,"no"
"2344",2015,1,38,15,1,1,0,"no"
"2345",2015,1,38,18,2,2,0,"no"
"2346",2015,1,38,19,3,3,0,"no"
"2347",2015,1,38,20,1,1,0,"no"
"2348",2015,1,38,21,1,1,0,"no"
"2349",2015,1,40,8,1,1,0,"no"
"2350",2015,1,40,9,3,3,0,"no"
"2351",2015,1,40,11,7,7,0,"no"
"2352",2015,1,40,12,9,9,0,"no"
"2353",2015,1,40,13,4,4,0,"no"
"2354",2015,1,40,14,4,4,0,"no"
"2355",2015,1,40,15,2,2,0,"no"
"2356",2015,1,40,16,3,3,0,"no"
"2357",2015,1,40,19,1,1,0,"no"
"2358",2015,1,40,20,1,1,0,"no"
"2359",2015,1,40,21,2,2,0,"no"
"2360",2015,1,42,9,1,1,0,"no"
"2361",2015,1,42,10,6,6,0,"no"
"2362",2015,1,42,11,4,4,0,"no"
"2363",2015,1,42,12,3,3,0,"no"
"2364",2015,1,42,13,4,4,0,"no"
"2365",2015,1,42,14,3,3,0,"no"
"2366",2015,1,42,15,8,8,0,"no"
"2367",2015,1,42,17,1,1,0,"no"
"2368",2015,1,42,20,1,1,0,"no"
"2369",2015,1,42,21,5,5,0,"no"
"2370",2015,1,44,10,3,3,0,"no"
"2371",2015,1,44,11,2,2,0,"no"
"2372",2015,1,44,12,2,2,0,"no"
"2373",2015,1,44,13,2,2,0,"no"
"2374",2015,1,44,14,5,5,0,"no"
"2375",2015,1,44,16,3,3,0,"no"
"2376",2015,1,44,17,3,3,0,"no"
"2377",2015,1,44,18,1,1,0,"no"
"2378",2015,1,44,19,2,2,0,"no"
"2379",2015,1,44,21,1,1,0,"no"
"2380",2015,1,46,10,1,1,0,"no"
"2381",2015,1,46,14,3,3,0,"no"
"2382",2015,1,46,15,2,2,0,"no"
"2383",2015,1,46,16,3,3,0,"no"
"2384",2015,1,46,17,3,3,0,"no"
"2385",2015,1,46,18,2,2,0,"no"
"2386",2015,1,46,19,2,2,0,"no"
"2387",2015,1,46,20,1,1,0,"no"
"2388",2015,1,46,21,4,4,0,"no"
"2389",2015,1,48,15,1,1,0,"no"
"2390",2015,1,48,16,2,2,0,"no"
"2391",2015,1,48,17,1,1,0,"no"
"2392",2015,1,48,20,1,1,0,"no"
"2393",2015,1,48,21,4,4,0,"no"
"2394",2015,1,50,17,1,1,0,"no"
"2395",2015,1,50,18,1,1,0,"no"
"2396",2015,1,50,21,4,4,0,"no"
"2397",2015,1,52,14,1,1,0,"no"
"2398",2015,1,52,16,1,1,0,"no"
"2399",2015,1,52,21,1,1,0,"no"
"2400",2016,1,12,2,3,3,0,"no"
"2401",2016,1,12,3,6,6,0,"no"
"2402",2016,1,14,2,1,1,0,"no"
"2403",2016,1,14,3,6,6,0,"no"
"2404",2016,1,16,3,4,4,0,"no"
"2405",2016,1,16,4,2,2,0,"no"
"2406",2016,1,16,5,1,1,0,"no"
"2407",2016,1,18,3,3,3,0,"no"
"2408",2016,1,18,4,2,2,0,"no"
"2409",2016,1,18,5,7,7,0,"no"
"2410",2016,1,20,3,4,4,0,"no"
"2411",2016,1,20,4,2,2,0,"no"
"2412",2016,1,20,5,8,8,0,"no"
"2413",2016,1,20,6,2,2,0,"no"
"2414",2016,1,22,5,5,5,0,"no"
"2415",2016,1,22,6,3,3,0,"no"
"2416",2016,1,22,7,3,3,0,"no"
"2417",2016,1,24,4,2,2,0,"no"
"2418",2016,1,24,5,6,6,0,"no"
"2419",2016,1,24,6,3,3,0,"no"
"2420",2016,1,24,7,4,4,0,"no"
"2421",2016,1,24,9,2,2,0,"no"
"2422",2016,1,26,4,1,1,0,"no"
"2423",2016,1,26,5,6,6,0,"no"
"2424",2016,1,26,6,3,3,0,"no"
"2425",2016,1,26,7,3,3,0,"no"
"2426",2016,1,26,8,5,5,0,"no"
"2427",2016,1,26,9,2,2,0,"no"
"2428",2016,1,26,10,2,2,0,"no"
"2429",2016,1,28,5,6,6,0,"no"
"2430",2016,1,28,6,6,6,0,"no"
"2431",2016,1,28,7,7,7,0,"no"
"2432",2016,1,28,8,1,1,0,"no"
"2433",2016,1,28,9,2,2,0,"no"
"2434",2016,1,28,11,1,1,0,"no"
"2435",2016,1,28,12,1,1,0,"no"
"2436",2016,1,30,5,1,1,0,"no"
"2437",2016,1,30,6,4,4,0,"no"
"2438",2016,1,30,8,3,3,0,"no"
"2439",2016,1,30,9,2,2,0,"no"
"2440",2016,1,30,10,4,4,0,"no"
"2441",2016,1,30,11,3,3,0,"no"
"2442",2016,1,30,14,1,1,0,"no"
"2443",2016,1,32,6,3,3,0,"no"
"2444",2016,1,32,7,4,4,0,"no"
"2445",2016,1,32,8,8,8,0,"no"
"2446",2016,1,32,9,3,3,0,"no"
"2447",2016,1,32,10,5,5,0,"no"
"2448",2016,1,32,11,4,4,0,"no"
