"Value.SSB","StdDev.SSB","Value.Recr","StdDev.Recr","Value.SPRratio","StdDev.SPRratio","Value.F","StdDev.F","Value.Bratio","StdDev.Bratio","Value.ForeCatch","StdDev.ForeCatch","Value.OFLCatch","StdDev.OFLCatch","Value.lnSPB","StdDev.lnSPB","year","model_run","iteration","scenario"
1855210000,116658000,96999100,13035100,0.53755,0.0191578,0.104053,0.00647208,0.424875,0.0250447,NA,NA,NA,NA,NA,NA,38,"em",2,"determinate"
1803450000,114263000,109416000,13627800,0.533933,0.0191287,0.103807,0.00649331,0.413023,0.0245891,NA,NA,NA,NA,NA,NA,39,"em",2,"determinate"
1776990000,112389000,128565000,14670100,0.534779,0.0191786,0.104162,0.0065248,0.406962,0.0242591,NA,NA,NA,NA,NA,NA,40,"em",2,"determinate"
1744020000,110875000,115915000,13804000,0.533763,0.0192859,0.103727,0.00652294,0.399411,0.024,NA,NA,NA,NA,NA,NA,41,"em",2,"determinate"
1718790000,109558000,126705000,14519200,0.535236,0.0193007,0.104481,0.00658033,0.393632,0.0237745,NA,NA,NA,NA,NA,NA,42,"em",2,"determinate"
1702510000,108423000,109741000,13535900,0.534441,0.0192877,0.104333,0.0065682,0.389905,0.0235858,NA,NA,NA,NA,NA,NA,43,"em",2,"determinate"
1692030000,107523000,116996000,14072400,0.529243,0.0192037,0.102866,0.00646055,0.387504,0.0234404,NA,NA,NA,NA,NA,NA,44,"em",2,"determinate"
1688580000,106897000,116823000,13945600,0.526707,0.0191524,0.101985,0.00638538,0.386713,0.023349,NA,NA,NA,NA,NA,NA,45,"em",2,"determinate"
1683410000,106301000,110889000,13219700,0.527801,0.0191031,0.102312,0.00638526,0.38553,0.0232512,NA,NA,NA,NA,NA,NA,46,"em",2,"determinate"
1678350000,105567000,108553000,12964100,0.523214,0.0189715,0.100846,0.00626847,0.384373,0.023112,NA,NA,NA,NA,NA,NA,47,"em",2,"determinate"
1674540000,104595000,114009000,13434700,0.521969,0.0188364,0.100382,0.00619964,0.383499,0.022918,NA,NA,NA,NA,NA,NA,48,"em",2,"determinate"
1667300000,103446000,122257000,13767400,0.527228,0.0187746,0.101954,0.00625562,0.38184,0.0226777,NA,NA,NA,NA,NA,NA,49,"em",2,"determinate"
1655100000,102193000,102500000,12378200,0.523691,0.0186355,0.100792,0.00614813,0.379047,0.0223994,NA,NA,NA,NA,NA,NA,50,"em",2,"determinate"
1649140000,100765000,118963000,13433500,0.523014,0.0183936,0.100777,0.00608109,0.377682,0.0220727,NA,NA,NA,NA,NA,NA,51,"em",2,"determinate"
1645120000,99198500,122073000,13575500,0.523528,0.0181914,0.100813,0.00600894,0.376761,0.0217126,NA,NA,NA,NA,NA,NA,52,"em",2,"determinate"
1638170000,97523200,98046800,11799700,0.52405,0.0179333,0.101033,0.00593653,0.375169,0.0213149,NA,NA,NA,NA,NA,NA,53,"em",2,"determinate"
1637650000,95699800,123495000,12842100,0.522048,0.017548,0.100609,0.00580254,0.375051,0.0208719,NA,NA,NA,NA,NA,NA,54,"em",2,"determinate"
1637270000,93641200,105079000,11676200,0.520578,0.0171917,0.0999012,0.00564369,0.374965,0.0203693,NA,NA,NA,NA,NA,NA,55,"em",2,"determinate"
1633620000,91270600,106264000,11466600,0.523074,0.0167639,0.100819,0.00555684,0.374128,0.0197851,NA,NA,NA,NA,NA,NA,56,"em",2,"determinate"
1631700000,88717300,104827000,10915900,0.521537,0.0163389,0.100255,0.00538624,0.373688,0.0191498,NA,NA,NA,NA,NA,NA,57,"em",2,"determinate"
1624840000,86144900,106854000,10498300,0.523718,0.0159576,0.100842,0.00528275,0.372116,0.0184926,NA,NA,NA,NA,NA,NA,58,"em",2,"determinate"
1613260000,83543500,99825600,9529410,0.52409,0.0156081,0.100858,0.00516406,0.369465,0.0178169,NA,NA,NA,NA,NA,NA,59,"em",2,"determinate"
1599420000,81124800,126492000,10270100,0.523257,0.0153212,0.100577,0.00504984,0.366296,0.0171764,NA,NA,NA,NA,NA,NA,60,"em",2,"determinate"
1584390000,79206100,97459200,9524910,0.533141,0.0152323,0.103642,0.00513513,0.362853,0.0166467,NA,NA,NA,NA,NA,NA,61,"em",2,"determinate"
1568730000,78128200,118970000,9929870,0.530272,0.0151904,0.103098,0.00508706,0.359267,0.0163086,NA,NA,NA,NA,NA,NA,62,"em",2,"determinate"
1562700000,77850800,129365000,11086400,0.532994,0.0152579,0.103928,0.0051351,0.357885,0.016164,NA,NA,NA,NA,21.1697,0.0498182,63,"em",2,"determinate"
1554620000,78010700,118512000,10056800,0.531477,0.0153714,0.103569,0.00514998,0.356036,0.016128,NA,NA,NA,NA,NA,NA,64,"em",2,"determinate"
1560050000,78681200,123128000,10872600,0.532832,0.0154219,0.104419,0.00521504,0.35728,0.0162154,NA,NA,NA,NA,NA,NA,65,"em",2,"determinate"
1574680000,79695000,113813000,9734360,0.524421,0.0154548,0.101815,0.00510784,0.360628,0.0163883,NA,NA,NA,NA,NA,NA,66,"em",2,"determinate"
1596460000,80968200,113972000,10342000,0.522043,0.015453,0.101141,0.00508189,0.365618,0.0166268,NA,NA,NA,NA,NA,NA,67,"em",2,"determinate"
1618910000,82204100,102570000,9106610,0.517774,0.0154786,0.0996555,0.00501907,0.370759,0.0168662,NA,NA,NA,NA,NA,NA,68,"em",2,"determinate"
1637010000,83374300,126780000,10879300,0.515203,0.0155008,0.0986891,0.00498503,0.374905,0.0170964,NA,NA,NA,NA,NA,NA,69,"em",2,"determinate"
1647010000,84246100,118245000,9800040,0.513596,0.0155874,0.0978285,0.00496624,0.377193,0.0172651,NA,NA,NA,NA,NA,NA,70,"em",2,"determinate"
1652370000,84926500,102677000,9454850,0.513469,0.0156091,0.0978502,0.00498387,0.378422,0.0173919,NA,NA,NA,NA,NA,NA,71,"em",2,"determinate"
1662530000,85485100,111148000,9312820,0.507435,0.0155699,0.0960584,0.00489938,0.380749,0.0174919,NA,NA,NA,NA,NA,NA,72,"em",2,"determinate"
1671010000,85918600,98668000,9437420,0.508736,0.0155899,0.096244,0.00491119,0.382691,0.0175714,NA,NA,NA,NA,NA,NA,73,"em",2,"determinate"
1670530000,86143500,113887000,9734520,0.510843,0.0156763,0.0967881,0.00495533,0.38258,0.0176091,NA,NA,NA,NA,NA,NA,74,"em",2,"determinate"
1662890000,86331200,108811000,10091300,0.511612,0.0157957,0.0967749,0.00498885,0.38083,0.0176386,NA,NA,NA,NA,NA,NA,75,"em",2,"determinate"
1649800000,86389700,116368000,9944320,0.512195,0.0159153,0.0969704,0.00503825,0.377834,0.0176325,NA,NA,NA,NA,NA,NA,76,"em",2,"determinate"
1639460000,86404900,139721000,11543100,0.516936,0.0160153,0.0984804,0.0051479,0.375464,0.0176161,NA,NA,NA,NA,NA,NA,77,"em",2,"determinate"
1629860000,86356300,99131800,8977360,0.517321,0.016094,0.0987042,0.00518527,0.373266,0.0175868,NA,NA,NA,NA,NA,NA,78,"em",2,"determinate"
1633820000,86585800,111102000,10165700,0.513546,0.0159893,0.0980779,0.00514663,0.374174,0.0176138,NA,NA,NA,NA,NA,NA,79,"em",2,"determinate"
1648240000,86911800,104249000,9294320,0.51281,0.0159808,0.0977271,0.00511629,0.377475,0.0176679,NA,NA,NA,NA,NA,NA,80,"em",2,"determinate"
1653020000,87294300,125500000,10913800,0.510313,0.0159882,0.0968075,0.00507198,0.37857,0.0177383,NA,NA,NA,NA,NA,NA,81,"em",2,"determinate"
1654070000,87591600,117057000,10010800,0.512713,0.0160874,0.0973192,0.00511512,0.378811,0.0177844,NA,NA,NA,NA,NA,NA,82,"em",2,"determinate"
1652550000,87895100,108322000,10250400,0.513497,0.0161162,0.0977045,0.00515078,0.378463,0.0178243,NA,NA,NA,NA,NA,NA,83,"em",2,"determinate"
1657440000,88258600,110578000,9614480,0.512639,0.0161537,0.097557,0.00515495,0.379583,0.0178684,NA,NA,NA,NA,NA,NA,84,"em",2,"determinate"
1661600000,88784300,106464000,10052300,0.5092,0.0161828,0.0964099,0.00511179,0.380534,0.0179427,NA,NA,NA,NA,NA,NA,85,"em",2,"determinate"
1663300000,89259300,115232000,9919890,0.512303,0.016305,0.0972898,0.0051832,0.380926,0.0179996,NA,NA,NA,NA,NA,NA,86,"em",2,"determinate"
1659540000,89796800,120759000,10770900,0.511659,0.0164396,0.0969535,0.00520843,0.380064,0.0180667,NA,NA,NA,NA,NA,NA,87,"em",2,"determinate"
1654200000,90397000,97607500,9116850,0.513187,0.0166222,0.0974402,0.00528604,0.37884,0.0181344,NA,NA,NA,NA,NA,NA,88,"em",2,"determinate"
1652830000,91289100,109017000,10466400,0.513203,0.0167848,0.097643,0.00535361,0.378528,0.0182537,NA,NA,NA,NA,NA,NA,89,"em",2,"determinate"
1651040000,92409800,117429000,10551600,0.511497,0.0170634,0.0969293,0.00539434,0.378118,0.0184174,NA,NA,NA,NA,NA,NA,90,"em",2,"determinate"
1642850000,93793200,102417000,10584800,0.517662,0.0174655,0.0987527,0.00560266,0.376241,0.0186357,NA,NA,NA,NA,NA,NA,91,"em",2,"determinate"
1633930000,95601700,122767000,11459700,0.514443,0.0179021,0.0978829,0.00569422,0.374199,0.0189348,NA,NA,NA,NA,NA,NA,92,"em",2,"determinate"
1628490000,98025000,119470000,12503300,0.516123,0.0184644,0.0983158,0.00588713,0.372954,0.0193602,NA,NA,NA,NA,NA,NA,93,"em",2,"determinate"
1623270000,101110000,104535000,11305300,0.520705,0.0191837,0.0999508,0.00619461,0.371758,0.019922,NA,NA,NA,NA,NA,NA,94,"em",2,"determinate"
1625080000,105453000,130553000,14969800,0.514395,0.019979,0.0981771,0.00634425,0.372172,0.0207521,NA,NA,NA,NA,NA,NA,95,"em",2,"determinate"
1631040000,111001000,110360000,13435900,0.517542,0.0210881,0.0990312,0.00672011,0.373536,0.0218522,NA,NA,NA,NA,NA,NA,96,"em",2,"determinate"
1636270000,118082000,101452000,15127000,0.51632,0.0224216,0.0988778,0.0071172,0.374734,0.0233053,NA,NA,NA,NA,NA,NA,97,"em",2,"determinate"
1647970000,127223000,98276600,15382400,0.51272,0.0240591,0.0977394,0.00753513,0.377415,0.0252259,NA,NA,NA,NA,NA,NA,98,"em",2,"determinate"
1653090000,137855000,99816100,32654300,0.511698,0.0260729,0.0971748,0.00809729,0.378586,0.0275212,NA,NA,NA,NA,NA,NA,99,"em",2,"determinate"
1647030000,149652000,117798000,47381800,0.515711,0.0285389,0.0981226,0.00890228,0.377198,0.0301224,NA,NA,NA,NA,21.2222,0.0908617,100,"em",2,"determinate"
1629250000,161865000,118578000,47747900,0,0,0,0,0.373127,0.0327819,0,0,161638000,2695040,NA,NA,101,"em",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1304,0,1,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,"om",2,"determinate"
4084180000,0,132223000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"om",2,"determinate"
4084180000,0,132223000,0,0.536766,0,0.0994456,0,NA,NA,NA,NA,NA,NA,NA,NA,26,"om",2,"determinate"
3681290000,0,130303000,0,0.536766,0,0.0995262,0,0.901353,0,NA,NA,NA,NA,NA,NA,27,"om",2,"determinate"
3330940000,0,128317000,0,0.536766,0,0.0997299,0,0.815572,0,NA,NA,NA,NA,NA,NA,28,"om",2,"determinate"
3032940000,0,126329000,0,0.536766,0,0.100033,0,0.742605,0,NA,NA,NA,NA,NA,NA,29,"om",2,"determinate"
2783670000,0,124399000,0,0.536766,0,0.100398,0,0.681572,0,NA,NA,NA,NA,NA,NA,30,"om",2,"determinate"
2577780000,0,122580000,0,0.536766,0,0.100789,0,0.63116,0,NA,NA,NA,NA,NA,NA,31,"om",2,"determinate"
2409030000,0,120905000,0,0.536766,0,0.101177,0,0.589843,0,NA,NA,NA,NA,NA,NA,32,"om",2,"determinate"
2271180000,0,119393000,0,0.536766,0,0.101539,0,0.556091,0,NA,NA,NA,NA,NA,NA,33,"om",2,"determinate"
2158510000,0,118046000,0,0.536766,0,0.101864,0,0.528505,0,NA,NA,NA,NA,NA,NA,34,"om",2,"determinate"
2066110000,0,116858000,0,0.536766,0,0.102147,0,0.50588,0,NA,NA,NA,NA,NA,NA,35,"om",2,"determinate"
1989910000,0,115815000,0,0.536766,0,0.10239,0,0.487223,0,NA,NA,NA,NA,NA,NA,36,"om",2,"determinate"
1926660000,0,114902000,0,0.536766,0,0.102596,0,0.471737,0,NA,NA,NA,NA,NA,NA,37,"om",2,"determinate"
1873800000,0,114104000,0,0.536766,0,0.10277,0,0.458793,0,NA,NA,NA,NA,NA,NA,38,"om",2,"determinate"
1829310000,0,113405000,0,0.536766,0,0.102918,0,0.4479,0,NA,NA,NA,NA,NA,NA,39,"om",2,"determinate"
1791640000,0,112794000,0,0.536766,0,0.103043,0,0.438678,0,NA,NA,NA,NA,NA,NA,40,"om",2,"determinate"
1759570000,0,112258000,0,0.536766,0,0.103149,0,0.430826,0,NA,NA,NA,NA,NA,NA,41,"om",2,"determinate"
1732140000,0,111789000,0,0.536766,0,0.103241,0,0.424109,0,NA,NA,NA,NA,NA,NA,42,"om",2,"determinate"
1708590000,0,111377000,0,0.536766,0,0.103319,0,0.418342,0,NA,NA,NA,NA,NA,NA,43,"om",2,"determinate"
1688290000,0,111015000,0,0.536766,0,0.103387,0,0.413373,0,NA,NA,NA,NA,NA,NA,44,"om",2,"determinate"
1670760000,0,110697000,0,0.536766,0,0.103446,0,0.40908,0,NA,NA,NA,NA,NA,NA,45,"om",2,"determinate"
1655580000,0,110419000,0,0.536766,0,0.103497,0,0.405363,0,NA,NA,NA,NA,NA,NA,46,"om",2,"determinate"
1642400000,0,110173000,0,0.536766,0,0.103541,0,0.402137,0,NA,NA,NA,NA,NA,NA,47,"om",2,"determinate"
1630950000,0,109958000,0,0.536766,0,0.10358,0,0.399333,0,NA,NA,NA,NA,NA,NA,48,"om",2,"determinate"
1620980000,0,109769000,0,0.536766,0,0.103614,0,0.396892,0,NA,NA,NA,NA,NA,NA,49,"om",2,"determinate"
1612290000,0,109602000,0,0.536766,0,0.103643,0,0.394764,0,NA,NA,NA,NA,21.2009,0,50,"om",2,"determinate"
1604710000,0,109456000,0,0.536766,0,0.103669,0,0.392907,0,NA,NA,NA,NA,NA,NA,51,"om",2,"determinate"
1598080000,0,109328000,0,0.536766,0,0.103692,0,0.391286,0,NA,NA,NA,NA,NA,NA,52,"om",2,"determinate"
1592290000,0,109215000,0,0.536766,0,0.103711,0,0.389867,0,NA,NA,NA,NA,NA,NA,53,"om",2,"determinate"
1587220000,0,109115000,0,0.536766,0,0.103729,0,0.388627,0,NA,NA,NA,NA,NA,NA,54,"om",2,"determinate"
1582790000,0,109028000,0,0.536766,0,0.103744,0,0.38754,0,NA,NA,NA,NA,NA,NA,55,"om",2,"determinate"
1578900000,0,108951000,0,0.536766,0,0.103757,0,0.386589,0,NA,NA,NA,NA,NA,NA,56,"om",2,"determinate"
1575490000,0,108884000,0,0.536766,0,0.103769,0,0.385754,0,NA,NA,NA,NA,NA,NA,57,"om",2,"determinate"
1572500000,0,108824000,0,0.536766,0,0.103779,0,0.385023,0,NA,NA,NA,NA,NA,NA,58,"om",2,"determinate"
1569880000,0,108772000,0,0.536766,0,0.103788,0,0.384381,0,NA,NA,NA,NA,NA,NA,59,"om",2,"determinate"
1567580000,0,108726000,0,0.536766,0,0.103796,0,0.383818,0,NA,NA,NA,NA,NA,NA,60,"om",2,"determinate"
1565560000,0,108686000,0,0.536766,0,0.103803,0,0.383324,0,NA,NA,NA,NA,NA,NA,61,"om",2,"determinate"
1563790000,0,108650000,0,0.536766,0,0.103809,0,0.38289,0,NA,NA,NA,NA,NA,NA,62,"om",2,"determinate"
1562230000,0,108619000,0,0.536766,0,0.103814,0,0.382508,0,NA,NA,NA,NA,NA,NA,63,"om",2,"determinate"
1560870000,0,108591000,0,0.536766,0,0.103819,0,0.382173,0,NA,NA,NA,NA,NA,NA,64,"om",2,"determinate"
1559670000,0,108567000,0,0.536766,0,0.103823,0,0.381879,0,NA,NA,NA,NA,NA,NA,65,"om",2,"determinate"
1558610000,0,108546000,0,0.536766,0,0.103827,0,0.381621,0,NA,NA,NA,NA,NA,NA,66,"om",2,"determinate"
1557680000,0,108527000,0,0.536766,0,0.10383,0,0.381393,0,NA,NA,NA,NA,NA,NA,67,"om",2,"determinate"
1556870000,0,108511000,0,0.536766,0,0.103833,0,0.381194,0,NA,NA,NA,NA,NA,NA,68,"om",2,"determinate"
1556150000,0,108496000,0,0.536766,0,0.103835,0,0.381018,0,NA,NA,NA,NA,NA,NA,69,"om",2,"determinate"
1555520000,0,108483000,0,0.536766,0,0.103837,0,0.380864,0,NA,NA,NA,NA,NA,NA,70,"om",2,"determinate"
1554960000,0,108472000,0,0.536766,0,0.103839,0,0.380728,0,NA,NA,NA,NA,NA,NA,71,"om",2,"determinate"
1554480000,0,108462000,0,0.536766,0,0.103841,0,0.380609,0,NA,NA,NA,NA,NA,NA,72,"om",2,"determinate"
1554050000,0,108454000,0,0.536766,0,0.103842,0,0.380504,0,NA,NA,NA,NA,NA,NA,73,"om",2,"determinate"
1553670000,0,108446000,0,0.536766,0,0.103844,0,0.380411,0,NA,NA,NA,NA,NA,NA,74,"om",2,"determinate"
1553340000,0,108439000,0,0.536766,0,0.103845,0,0.38033,0,NA,NA,NA,NA,NA,NA,75,"om",2,"determinate"
1553050000,0,108433000,0,0.536766,0,0.103846,0,0.380259,0,NA,NA,NA,NA,NA,NA,76,"om",2,"determinate"
1552790000,0,108428000,0,0.536766,0,0.103847,0,0.380196,0,NA,NA,NA,NA,NA,NA,77,"om",2,"determinate"
1552570000,0,108424000,0,0.536766,0,0.103848,0,0.380141,0,NA,NA,NA,NA,NA,NA,78,"om",2,"determinate"
1552370000,0,108419000,0,0.536766,0,0.103848,0,0.380092,0,NA,NA,NA,NA,NA,NA,79,"om",2,"determinate"
1552190000,0,108416000,0,0.536766,0,0.103849,0,0.38005,0,NA,NA,NA,NA,NA,NA,80,"om",2,"determinate"
1552040000,0,108413000,0,0.536766,0,0.103849,0,0.380012,0,NA,NA,NA,NA,NA,NA,81,"om",2,"determinate"
1551900000,0,108410000,0,0.536766,0,0.10385,0,0.379979,0,NA,NA,NA,NA,NA,NA,82,"om",2,"determinate"
1551790000,0,108408000,0,0.536766,0,0.10385,0,0.37995,0,NA,NA,NA,NA,NA,NA,83,"om",2,"determinate"
1551680000,0,108406000,0,0.536766,0,0.103851,0,0.379924,0,NA,NA,NA,NA,NA,NA,84,"om",2,"determinate"
1551590000,0,108404000,0,0.536766,0,0.103851,0,0.379902,0,NA,NA,NA,NA,NA,NA,85,"om",2,"determinate"
1551510000,0,108402000,0,0.536766,0,0.103851,0,0.379882,0,NA,NA,NA,NA,NA,NA,86,"om",2,"determinate"
1551440000,0,108401000,0,0.536766,0,0.103851,0,0.379865,0,NA,NA,NA,NA,NA,NA,87,"om",2,"determinate"
1551370000,0,108399000,0,0.536766,0,0.103852,0,0.379849,0,NA,NA,NA,NA,NA,NA,88,"om",2,"determinate"
1551320000,0,108398000,0,0.536766,0,0.103852,0,0.379836,0,NA,NA,NA,NA,NA,NA,89,"om",2,"determinate"
1551270000,0,108397000,0,0.536766,0,0.103852,0,0.379824,0,NA,NA,NA,NA,NA,NA,90,"om",2,"determinate"
1551230000,0,108396000,0,0.536766,0,0.103852,0,0.379814,0,NA,NA,NA,NA,NA,NA,91,"om",2,"determinate"
1551190000,0,108396000,0,0.536766,0,0.103852,0,0.379804,0,NA,NA,NA,NA,NA,NA,92,"om",2,"determinate"
1551160000,0,108395000,0,0.536766,0,0.103852,0,0.379796,0,NA,NA,NA,NA,NA,NA,93,"om",2,"determinate"
1551130000,0,108394000,0,0.536766,0,0.103852,0,0.379789,0,NA,NA,NA,NA,NA,NA,94,"om",2,"determinate"
1551100000,0,108394000,0,0.536766,0,0.103853,0,0.379783,0,NA,NA,NA,NA,NA,NA,95,"om",2,"determinate"
1551080000,0,108393000,0,0.536766,0,0.103853,0,0.379777,0,NA,NA,NA,NA,NA,NA,96,"om",2,"determinate"
1551060000,0,108393000,0,0.536766,0,0.103853,0,0.379773,0,NA,NA,NA,NA,NA,NA,97,"om",2,"determinate"
1551040000,0,108393000,0,0.536766,0,0.103853,0,0.379768,0,NA,NA,NA,NA,NA,NA,98,"om",2,"determinate"
1551030000,0,108392000,0,0.536766,0,0.103853,0,0.379765,0,NA,NA,NA,NA,NA,NA,99,"om",2,"determinate"
1551020000,0,108392000,0,0.536766,0,0.103853,0,0.379761,0,NA,NA,NA,NA,21.1622,0,100,"om",2,"determinate"
1.551e+09,0,108392000,0,1.11022e-16,0,0,0,0.379759,0,0,0,163497000,0,NA,NA,101,"om",2,"determinate"
