"Seas","Bio_smry","SpawnBio","Recruit_0","retainB_1","retainN_1","deadB_1","deadN_1","F_1","SPRratio","rec_dev","raw_rec_dev","year","model_run","iteration","scenario"
1,1660460000,1637010000,126780000,163869000,25754100,163869000,25754100,0.0994473,0.515203,0.137484,0.137484,69,"em",2,"determinate"
1,1670220000,1647010000,118245000,163395000,25141000,163395000,25141000,0.0989127,0.513596,0.0660113,0.0660113,70,"em",2,"determinate"
1,1678430000,1652370000,102677000,164235000,25792000,164235000,25792000,0.0988706,0.513469,-0.0761107,-0.0761107,71,"em",2,"determinate"
1,1686710000,1662530000,111148000,162023000,25380000,162023000,25380000,0.0968872,0.507435,0.00137771,0.00137771,72,"em",2,"determinate"
1,1693390000,1671010000,98668000,162979000,24901400,162979000,24901400,0.0973117,0.508736,-0.119194,-0.119194,73,"em",2,"determinate"
1,1693240000,1670530000,113887000,163885000,24863000,163885000,24863000,0.098003,0.510843,0.02434,0.02434,74,"em",2,"determinate"
1,1684770000,1662890000,108811000,163043000,24326400,163043000,24326400,0.0982564,0.511612,-0.0199315,-0.0199315,75,"em",2,"determinate"
1,1673440000,1649800000,116368000,162274000,24537200,162274000,24537200,0.0984489,0.512195,0.0495115,0.0495115,76,"em",2,"determinate"
1,1662950000,1639460000,139721000,163768000,24918400,163768000,24918400,0.100026,0.516936,0.234243,0.234243,77,"em",2,"determinate"
1,1655730000,1629860000,99131800,163428000,25421200,163428000,25421200,0.100156,0.517321,-0.107234,-0.107234,78,"em",2,"determinate"
1,1660760000,1633820000,111102000,162884000,26276900,162884000,26276900,0.098896,0.513546,0.00605466,0.00605466,79,"em",2,"determinate"
1,1670320000,1648240000,104249000,163235000,25406700,163235000,25406700,0.0986522,0.51281,-0.0601889,-0.0601889,80,"em",2,"determinate"
1,1676020000,1653020000,125500000,162251000,24952600,162251000,24952600,0.0978287,0.510313,0.124492,0.124492,81,"em",2,"determinate"
1,1677420000,1654070000,117057000,163245000,24856600,163245000,24856600,0.0986201,0.512713,0.0546597,0.0546597,82,"em",2,"determinate"
1,1678380000,1652550000,108322000,163985000,25581200,163985000,25581200,0.09888,0.513497,-0.0226265,-0.0226265,83,"em",2,"determinate"
1,1681770000,1657440000,110578000,164068000,25630400,164068000,25630400,0.0985955,0.512639,-0.00286664,-0.00286664,84,"em",2,"determinate"
1,1684730000,1661600000,106464000,162425000,25026000,162425000,25026000,0.0974637,0.5092,-0.0415068,-0.0415068,85,"em",2,"determinate"
1,1686440000,1663300000,115232000,164073000,25095600,164073000,25095600,0.0984846,0.512303,0.0373323,0.0373323,86,"em",2,"determinate"
1,1682610000,1659540000,120759000,163135000,24774700,163135000,24774700,0.0982718,0.511659,0.0848354,0.0848354,87,"em",2,"determinate"
1,1678790000,1654200000,97607500,163582000,25123700,163582000,25123700,0.0987772,0.513187,-0.127067,-0.127067,88,"em",2,"determinate"
1,1676970000,1652830000,109017000,163744000,25409600,163744000,25409600,0.0987824,0.513203,-0.0162801,-0.0162801,89,"em",2,"determinate"
1,1672590000,1651040000,117429000,162123000,24524000,162123000,24524000,0.0982183,0.511497,0.0583709,0.0583709,90,"em",2,"determinate"
1,1666280000,1642850000,102417000,164550000,24956200,164550000,24956200,0.10027,0.517662,-0.0769616,-0.0769616,91,"em",2,"determinate"
1,1657800000,1633930000,122767000,162270000,24951500,162270000,24951500,0.099194,0.514443,0.105871,0.105871,92,"em",2,"determinate"
1,1651480000,1628490000,119470000,162367000,24776500,162367000,24776500,0.0997543,0.516123,0.0796296,0.0796296,93,"em",2,"determinate"
1,1648830000,1623270000,104535000,164802000,25771700,164802000,25771700,0.101297,0.520705,-0.0529668,-0.0529668,94,"em",2,"determinate"
1,1649500000,1625080000,130553000,161943000,25511000,161943000,25511000,0.099178,0.514395,0.16896,0.16896,95,"em",2,"determinate"
1,1654810000,1631040000,110360000,163878000,25474900,163878000,25474900,0.10023,0.517542,-0.000152527,-0.000152527,96,"em",2,"determinate"
1,1662440000,1636270000,101452000,164378000,26140900,164378000,26140900,0.0998204,0.51632,-0.0852503,-0.0852503,97,"em",2,"determinate"
1,1670990000,1647970000,98276600,163322000,25519100,163322000,25519100,0.0986224,0.51272,-0.119136,-0.119136,98,"em",2,"determinate"
1,1674470000,1653090000,99816100,162716000,24707300,162716000,24707300,0.0982846,0.511698,-0.104496,-0.104496,99,"em",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,-1.11022e-16,0,1,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,0,0,10,"om",2,"determinate"
1,1574330000,1551020000,108392000,163498000,25225600,163498000,25225600,0.1052,0.536766,0,0,100,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,0,0,11,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,0,0,12,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,0,0,13,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,-1.11022e-16,0,14,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,0,0,15,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,0,0,16,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,-1.11022e-16,0,17,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,0,0,18,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,0,0,19,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,0,0,2,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,0,0,20,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,-1.11022e-16,0,21,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,0,0,22,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,-1.11022e-16,0,23,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,-1.11022e-16,0,24,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,-1.11022e-16,0,25,"om",2,"determinate"
1,4113010000,4084180000,132223000,409020000,44639600,409020000,44639600,0.1052,0.536766,0,0,26,"om",2,"determinate"
1,3709760000,3681290000,130303000,369218000,41000200,369218000,41000200,0.1052,0.536766,-1.11022e-16,0,27,"om",2,"determinate"
1,3359270000,3330940000,128317000,335019000,38294000,335019000,38294000,0.1052,0.536766,0,0,28,"om",2,"determinate"
1,3060860000,3032940000,126329000,306186000,36190400,306186000,36190400,0.1052,0.536766,0,0,29,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,-1.11022e-16,0,3,"om",2,"determinate"
1,2811170000,2783670000,124399000,282235000,34518900,282235000,34518900,0.1052,0.536766,0,0,30,"om",2,"determinate"
1,2604850000,2577780000,122580000,262541000,33165800,262541000,33165800,0.1052,0.536766,0,0,31,"om",2,"determinate"
1,2435690000,2409030000,120905000,246436000,32051200,246436000,32051200,0.1052,0.536766,-1.11022e-16,0,32,"om",2,"determinate"
1,2297460000,2271180000,119393000,233281000,31119100,233281000,31119100,0.1052,0.536766,-1.11022e-16,0,33,"om",2,"determinate"
1,2184440000,2158510000,118046000,222515000,30330200,222515000,30330200,0.1052,0.536766,0,0,34,"om",2,"determinate"
1,2091720000,2066110000,116858000,213663000,29656900,213663000,29656900,0.1052,0.536766,0,0,35,"om",2,"determinate"
1,2015240000,1989910000,115815000,206341000,29078800,206341000,29078800,0.1052,0.536766,-1.11022e-16,0,36,"om",2,"determinate"
1,1951740000,1926660000,114902000,200241000,28580400,200241000,28580400,0.1052,0.536766,0,0,37,"om",2,"determinate"
1,1898660000,1873800000,114104000,195126000,28149700,195126000,28149700,0.1052,0.536766,0,0,38,"om",2,"determinate"
1,1853980000,1829310000,113405000,190807000,27776700,190807000,27776700,0.1052,0.536766,0,0,39,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,0,0,4,"om",2,"determinate"
1,1816150000,1791640000,112794000,187141000,27453200,187141000,27453200,0.1052,0.536766,0,0,40,"om",2,"determinate"
1,1783930000,1759570000,112258000,184011000,27172300,184011000,27172300,0.1052,0.536766,0,0,41,"om",2,"determinate"
1,1756370000,1732140000,111789000,181329000,26928100,181329000,26928100,0.1052,0.536766,0,0,42,"om",2,"determinate"
1,1732710000,1708590000,111377000,179022000,26715500,179022000,26715500,0.1052,0.536766,0,0,43,"om",2,"determinate"
1,1712320000,1688290000,111015000,177031000,26530300,177031000,26530300,0.1052,0.536766,0,0,44,"om",2,"determinate"
1,1694700000,1670760000,110697000,175309000,26368700,175309000,26368700,0.1052,0.536766,0,0,45,"om",2,"determinate"
1,1679440000,1655580000,110419000,173817000,26227500,173817000,26227500,0.1052,0.536766,0,0,46,"om",2,"determinate"
1,1666200000,1642400000,110173000,172520000,26104200,172520000,26104200,0.1052,0.536766,0,0,47,"om",2,"determinate"
1,1654680000,1630950000,109958000,171392000,25996300,171392000,25996300,0.1052,0.536766,-1.11022e-16,0,48,"om",2,"determinate"
1,1644660000,1620980000,109769000,170410000,25901900,170410000,25901900,0.1052,0.536766,0,0,49,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,-1.11022e-16,0,5,"om",2,"determinate"
1,1635930000,1612290000,109602000,169553000,25819200,169553000,25819200,0.1052,0.536766,0,0,50,"om",2,"determinate"
1,1628310000,1604710000,109456000,168805000,25746800,168805000,25746800,0.1052,0.536766,0,0,51,"om",2,"determinate"
1,1621650000,1598080000,109328000,168151000,25683200,168151000,25683200,0.1052,0.536766,0,0,52,"om",2,"determinate"
1,1615830000,1592290000,109215000,167580000,25627500,167580000,25627500,0.1052,0.536766,0,0,53,"om",2,"determinate"
1,1610730000,1587220000,109115000,167079000,25578600,167079000,25578600,0.1052,0.536766,0,0,54,"om",2,"determinate"
1,1606270000,1582790000,109028000,166641000,25535700,166641000,25535700,0.1052,0.536766,0,0,55,"om",2,"determinate"
1,1602360000,1578900000,108951000,166257000,25498000,166257000,25498000,0.1052,0.536766,0,0,56,"om",2,"determinate"
1,1598940000,1575490000,108884000,165920000,25465000,165920000,25465000,0.1052,0.536766,0,0,57,"om",2,"determinate"
1,1595930000,1572500000,108824000,165625000,25435900,165625000,25435900,0.1052,0.536766,-1.11022e-16,0,58,"om",2,"determinate"
1,1593300000,1569880000,108772000,165365000,25410400,165365000,25410400,0.1052,0.536766,0,0,59,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,0,0,6,"om",2,"determinate"
1,1590990000,1567580000,108726000,165138000,25388000,165138000,25388000,0.1052,0.536766,0,0,60,"om",2,"determinate"
1,1588960000,1565560000,108686000,164938000,25368300,164938000,25368300,0.1052,0.536766,0,0,61,"om",2,"determinate"
1,1587170000,1563790000,108650000,164763000,25350900,164763000,25350900,0.1052,0.536766,0,0,62,"om",2,"determinate"
1,1585610000,1562230000,108619000,164609000,25335700,164609000,25335700,0.1052,0.536766,0,0,63,"om",2,"determinate"
1,1584230000,1560870000,108591000,164473000,25322300,164473000,25322300,0.1052,0.536766,-1.11022e-16,0,64,"om",2,"determinate"
1,1583030000,1559670000,108567000,164355000,25310500,164355000,25310500,0.1052,0.536766,0,0,65,"om",2,"determinate"
1,1581960000,1558610000,108546000,164250000,25300200,164250000,25300200,0.1052,0.536766,0,0,66,"om",2,"determinate"
1,1581030000,1557680000,108527000,164158000,25291100,164158000,25291100,0.1052,0.536766,0,0,67,"om",2,"determinate"
1,1580210000,1556870000,108511000,164078000,25283100,164078000,25283100,0.1052,0.536766,0,0,68,"om",2,"determinate"
1,1579490000,1556150000,108496000,164007000,25276100,164007000,25276100,0.1052,0.536766,-1.11022e-16,0,69,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,0,0,7,"om",2,"determinate"
1,1578850000,1555520000,108483000,163944000,25269900,163944000,25269900,0.1052,0.536766,0,0,70,"om",2,"determinate"
1,1578300000,1554960000,108472000,163889000,25264400,163889000,25264400,0.1052,0.536766,0,0,71,"om",2,"determinate"
1,1577810000,1554480000,108462000,163841000,25259600,163841000,25259600,0.1052,0.536766,0,0,72,"om",2,"determinate"
1,1577380000,1554050000,108454000,163799000,25255400,163799000,25255400,0.1052,0.536766,0,0,73,"om",2,"determinate"
1,1.577e+09,1553670000,108446000,163761000,25251700,163761000,25251700,0.1052,0.536766,0,0,74,"om",2,"determinate"
1,1576660000,1553340000,108439000,163729000,25248500,163729000,25248500,0.1052,0.536766,-1.11022e-16,0,75,"om",2,"determinate"
1,1576370000,1553050000,108433000,163700000,25245600,163700000,25245600,0.1052,0.536766,-1.11022e-16,0,76,"om",2,"determinate"
1,1576110000,1552790000,108428000,163674000,25243100,163674000,25243100,0.1052,0.536766,0,0,77,"om",2,"determinate"
1,1575890000,1552570000,108424000,163652000,25240900,163652000,25240900,0.1052,0.536766,-1.11022e-16,0,78,"om",2,"determinate"
1,1575690000,1552370000,108419000,163632000,25238900,163632000,25238900,0.1052,0.536766,0,0,79,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,0,0,8,"om",2,"determinate"
1,1575510000,1552190000,108416000,163615000,25237200,163615000,25237200,0.1052,0.536766,0,0,80,"om",2,"determinate"
1,1575360000,1552040000,108413000,163600000,25235700,163600000,25235700,0.1052,0.536766,-1.11022e-16,0,81,"om",2,"determinate"
1,1575220000,1551900000,108410000,163586000,25234400,163586000,25234400,0.1052,0.536766,-1.11022e-16,0,82,"om",2,"determinate"
1,1575100000,1551790000,108408000,163575000,25233200,163575000,25233200,0.1052,0.536766,0,0,83,"om",2,"determinate"
1,1.575e+09,1551680000,108406000,163564000,25232200,163564000,25232200,0.1052,0.536766,0,0,84,"om",2,"determinate"
1,1574900000,1551590000,108404000,163555000,25231300,163555000,25231300,0.1052,0.536766,0,0,85,"om",2,"determinate"
1,1574820000,1551510000,108402000,163547000,25230500,163547000,25230500,0.1052,0.536766,0,0,86,"om",2,"determinate"
1,1574750000,1551440000,108401000,163540000,25229800,163540000,25229800,0.1052,0.536766,0,0,87,"om",2,"determinate"
1,1574690000,1551370000,108399000,163534000,25229200,163534000,25229200,0.1052,0.536766,-1.11022e-16,0,88,"om",2,"determinate"
1,1574630000,1551320000,108398000,163529000,25228600,163529000,25228600,0.1052,0.536766,0,0,89,"om",2,"determinate"
1,4113010000,4084180000,132223000,0,0,0,0,0,0,0,0,9,"om",2,"determinate"
1,1574590000,1551270000,108397000,163524000,25228100,163524000,25228100,0.1052,0.536766,0,0,90,"om",2,"determinate"
1,1574540000,1551230000,108396000,163520000,25227700,163520000,25227700,0.1052,0.536766,0,0,91,"om",2,"determinate"
1,1574500000,1551190000,108396000,163516000,25227400,163516000,25227400,0.1052,0.536766,0,0,92,"om",2,"determinate"
1,1574470000,1551160000,108395000,163513000,25227000,163513000,25227000,0.1052,0.536766,0,0,93,"om",2,"determinate"
1,1574440000,1551130000,108394000,163510000,25226700,163510000,25226700,0.1052,0.536766,0,0,94,"om",2,"determinate"
1,1574420000,1551100000,108394000,163507000,25226500,163507000,25226500,0.1052,0.536766,0,0,95,"om",2,"determinate"
1,1574390000,1551080000,108393000,163505000,25226300,163505000,25226300,0.1052,0.536766,-1.11022e-16,0,96,"om",2,"determinate"
1,1574370000,1551060000,108393000,163503000,25226100,163503000,25226100,0.1052,0.536766,0,0,97,"om",2,"determinate"
1,1574360000,1551040000,108393000,163501000,25225900,163501000,25225900,0.1052,0.536766,-1.11022e-16,0,98,"om",2,"determinate"
1,1574340000,1551030000,108392000,163500000,25225800,163500000,25225800,0.1052,0.536766,0,0,99,"om",2,"determinate"
